customer_id,ltv,churn_probability,customer_segment,retention_priority_score,retention_priority,recommended_action
5451-YHYPW,8334.0,0.0,VIP Customer,38.99,Medium,Monitor and engage
8606-CIQUL,8334.0,0.0,VIP Customer,38.99,Medium,Monitor and engage
1352-HNSAW,8323.199999999999,0.0,VIP Customer,38.94,Medium,Monitor and engage
8263-QMNTJ,8319.6,0.0,VIP Customer,38.92,Medium,Monitor and engage
9643-AVVWI,240.0,0.63,Monitor,38.92,Medium,Monitor and engage
8676-TRMJS,225.0,0.6312,Monitor,38.92,Medium,Monitor and engage
2121-JAFOM,8319.6,0.0,VIP Customer,38.92,Medium,Monitor and engage
6297-NOOPG,7735.0,0.045,VIP Customer,38.89,Medium,Monitor and engage
6519-ZHPXP,7797.599999999999,0.04,VIP Customer,38.88,Medium,Monitor and engage
0256-LTHVJ,2269.4,0.47,Monitor,38.82,Medium,Monitor and engage
3865-ZYKAD,5858.1,0.19,High Value Customer,38.81,Medium,Monitor and engage
2380-DAMQP,8290.800000000001,0.0,VIP Customer,38.79,Medium,Monitor and engage
0906-QVPMS,8290.800000000001,0.0,VIP Customer,38.79,Medium,Monitor and engage
6797-LNAQX,6881.0,0.11,VIP Customer,38.79,Medium,Monitor and engage
8454-AATJP,8283.6,0.0,VIP Customer,38.75,Medium,Monitor and engage
7495-OOKFY,645.2,0.595,Monitor,38.72,Medium,Monitor and engage
2323-ARSVR,7440.349999999999,0.065,VIP Customer,38.71,Medium,Monitor and engage
9927-DSWDF,2301.2,0.465,Monitor,38.67,Medium,Monitor and engage
1989-PRJHP,2038.5,0.485,Monitor,38.64,Medium,Monitor and engage
8280-MQRQN,50.45,0.64,Monitor,38.64,Medium,Monitor and engage
0186-CAERR,8257.3,0.0,VIP Customer,38.63,Medium,Monitor and engage
9402-ROUMJ,6716.75,0.12,VIP Customer,38.62,Medium,Monitor and engage
1779-PWPMG,8254.800000000001,0.0,VIP Customer,38.62,Medium,Monitor and engage
8879-XUAHX,8253.75,0.0,VIP Customer,38.61,Medium,Monitor and engage
8207-DMRVL,8247.6,0.0,VIP Customer,38.59,Medium,Monitor and engage
1894-IGFSG,1963.5,0.49,Monitor,38.59,Medium,Monitor and engage
9710-ZUSHQ,3949.75,0.335,High Value Customer,38.58,Medium,Monitor and engage
5135-GRQJV,8244.0,0.0,VIP Customer,38.57,Medium,Monitor and engage
8975-SKGRX,8243.1,0.0,VIP Customer,38.56,Medium,Monitor and engage
2040-XBAVJ,8240.4,0.0,VIP Customer,38.55,Medium,Monitor and engage
2223-GDSHL,8239.55,0.0,VIP Customer,38.55,Medium,Monitor and engage
6128-AQBMT,2211.9500000000003,0.47,Monitor,38.55,Medium,Monitor and engage
2587-EKXTS,4906.0,0.26,High Value Customer,38.55,Medium,Monitor and engage
0266-GMEAO,8229.6,0.0,VIP Customer,38.5,Medium,Monitor and engage
3892-NXAZG,8211.6,0.0,VIP Customer,38.42,Medium,Monitor and engage
2277-VWCNI,195.0,0.625,Monitor,38.41,Medium,Monitor and engage
9127-FHJBZ,8208.0,0.0,VIP Customer,38.4,Medium,Monitor and engage
3063-QFSZL,55.4,0.635,Monitor,38.36,Medium,Monitor and engage
0327-WFZSY,3900.0,0.335,High Value Customer,38.35,Medium,Monitor and engage
3258-SYSWS,8193.6,0.0,VIP Customer,38.33,Medium,Monitor and engage
2919-HBCJO,306.6,0.615,Monitor,38.33,Medium,Monitor and engage
6445-TNRXS,7799.6,0.03,VIP Customer,38.29,Medium,Monitor and engage
5038-ETMLM,8182.8,0.0,VIP Customer,38.28,Medium,Monitor and engage
9239-GZHZE,8182.8,0.0,VIP Customer,38.28,Medium,Monitor and engage
0004-TLHLJ,295.6,0.615,Monitor,38.28,Medium,Monitor and engage
3669-WHAFY,8175.650000000001,0.0,VIP Customer,38.25,Medium,Monitor and engage
8029-XYPWT,8168.55,0.0,VIP Customer,38.22,Medium,Monitor and engage
8670-ERCJH,8164.8,0.0,VIP Customer,38.2,Medium,Monitor and engage
7235-NXZCP,149.7,0.625,Monitor,38.2,Medium,Monitor and engage
3795-CAWEX,8158.5,0.0,VIP Customer,38.17,Medium,Monitor and engage
0749-IRGQE,588.9,0.59,Monitor,38.16,Medium,Monitor and engage
5129-JLPIS,2637.5,0.43,Monitor,38.14,Medium,Monitor and engage
0023-XUOPT,1223.3,0.54,Monitor,38.12,Medium,Monitor and engage
6712-OAWRH,2372.5,0.45,Monitor,38.1,Medium,Monitor and engage
6859-QNXIQ,8143.2,0.0,VIP Customer,38.1,Medium,Monitor and engage
2001-EWBQU,6282.0,0.145,VIP Customer,38.09,Medium,Monitor and engage
2001-MCUUW,4997.900000000001,0.245,High Value Customer,38.08,Medium,Monitor and engage
5322-TEUJK,8136.599999999999,0.0,VIP Customer,38.07,Medium,Monitor and engage
9576-ANLXO,208.65,0.6183,Monitor,38.07,Medium,Monitor and engage
4412-YLTKF,2107.35,0.47,Monitor,38.06,Medium,Monitor and engage
9481-IEBZY,8128.8,0.0,VIP Customer,38.03,Medium,Monitor and engage
7471-MQPOS,5175.900000000001,0.23,High Value Customer,38.01,Medium,Monitor and engage
7663-CUXZB,6711.25,0.11,VIP Customer,38.0,Medium,Monitor and engage
6175-IRFIT,393.75,0.6025,Monitor,37.99,Medium,Monitor and engage
0082-OQIQY,2731.8,0.42,Monitor,37.98,Medium,Monitor and engage
8024-XNAFQ,7732.8,0.03,VIP Customer,37.98,Medium,Monitor and engage
5183-KLYEM,8118.0,0.0,VIP Customer,37.98,Medium,Monitor and engage
8778-LMWTJ,673.65,0.58,Monitor,37.95,Medium,Monitor and engage
1074-AMIOH,5737.25,0.185,High Value Customer,37.94,Medium,Monitor and engage
1090-ESELR,7596.0,0.04,VIP Customer,37.94,Medium,Monitor and engage
3520-FJGCV,8107.2,0.0,VIP Customer,37.93,Medium,Monitor and engage
3726-TBHQT,8094.0,0.0,VIP Customer,37.87,Medium,Monitor and engage
4829-ZLJTK,8092.8,0.0,VIP Customer,37.86,Medium,Monitor and engage
7912-SYRQT,525.6999999999999,0.59,Monitor,37.86,Medium,Monitor and engage
0730-KOAVE,2829.0,0.41,Monitor,37.84,Medium,Monitor and engage
0201-OAMXR,8088.5,0.0,VIP Customer,37.84,Medium,Monitor and engage
7255-SSFBC,8082.0,0.0,VIP Customer,37.81,Medium,Monitor and engage
5271-YNWVR,7694.200000000001,0.03,VIP Customer,37.8,Medium,Monitor and engage
7218-HKQFK,188.4,0.615,Monitor,37.78,Medium,Monitor and engage
8915-NNTRC,7754.400000000001,0.025,VIP Customer,37.78,Medium,Monitor and engage
0378-CJKPV,8071.2,0.0,VIP Customer,37.76,Medium,Monitor and engage
9258-CNWAC,8069.150000000001,0.0,VIP Customer,37.75,Medium,Monitor and engage
0958-YHXGP,489.30000000000007,0.5908,Monitor,37.74,Medium,Monitor and engage
4983-CCWMC,208.8,0.6125,Monitor,37.73,Medium,Monitor and engage
5989-AXPUC,8064.799999999999,0.0,VIP Customer,37.73,Medium,Monitor and engage
9944-AEXBM,2740.8,0.415,Monitor,37.72,Medium,Monitor and engage
2193-SFWQW,8060.400000000001,0.0,VIP Customer,37.71,Medium,Monitor and engage
0619-OLYUR,8056.8,0.0,VIP Customer,37.69,Medium,Monitor and engage
1150-WFARN,7286.25,0.06,VIP Customer,37.69,Medium,Monitor and engage
8266-VBFQL,361.6,0.6,Monitor,37.69,Medium,Monitor and engage
5445-PZWGX,6324.0,0.135,VIP Customer,37.69,Medium,Monitor and engage
0181-RITDD,6705.3,0.105,VIP Customer,37.67,Medium,Monitor and engage
9840-DVNDC,483.0,0.59,Monitor,37.66,Medium,Monitor and engage
7176-WRTNX,8046.5,0.0,VIP Customer,37.64,Medium,Monitor and engage
0430-IHCDJ,735.0,0.57,Monitor,37.64,Medium,Monitor and engage
5304-EFJLP,8038.8,0.0,VIP Customer,37.61,Medium,Monitor and engage
2469-DTSGX,8038.8,0.0,VIP Customer,37.61,Medium,Monitor and engage
8853-TZDGH,8035.2,0.0,VIP Customer,37.59,Medium,Monitor and engage
9475-NNDGC,8033.650000000001,0.0,VIP Customer,37.58,Medium,Monitor and engage
4393-GEADV,8032.5,0.0,VIP Customer,37.58,Medium,Monitor and engage
1043-UXOVO,8033.650000000001,0.0,VIP Customer,37.58,Medium,Monitor and engage
8059-UDZFY,3476.55,0.355,High Value Customer,37.56,Medium,Monitor and engage
6022-UGGSO,2380.8,0.44,Monitor,37.54,Medium,Monitor and engage
0530-IJVDB,8022.0,0.0,VIP Customer,37.53,Medium,Monitor and engage
5357-TZHPP,759.6,0.565,Monitor,37.45,Medium,Monitor and engage
7929-SKFGK,8001.0,0.0,VIP Customer,37.43,Medium,Monitor and engage
5696-CEIQJ,6911.05,0.085,VIP Customer,37.43,Medium,Monitor and engage
0019-EFAEP,7293.599999999999,0.055,VIP Customer,37.42,Medium,Monitor and engage
4686-UXDML,2096.85,0.46,Monitor,37.41,Medium,Monitor and engage
1555-DJEQW,7994.0,0.0,VIP Customer,37.4,Medium,Monitor and engage
6284-KMNUF,5488.0,0.195,High Value Customer,37.37,Medium,Monitor and engage
7030-FZTFM,7984.8,0.0,VIP Customer,37.36,Medium,Monitor and engage
2499-AJYUA,7977.599999999999,0.0,VIP Customer,37.32,Medium,Monitor and engage
0322-CHQRU,90.7,0.615,Monitor,37.32,Medium,Monitor and engage
4282-MSACW,7969.6,0.0,VIP Customer,37.28,Medium,Monitor and engage
8823-RLPWL,7966.8,0.0,VIP Customer,37.27,Medium,Monitor and engage
9940-RHLFB,75.3,0.615,Monitor,37.25,Medium,Monitor and engage
1291-CUOCY,7963.2,0.0,VIP Customer,37.25,Medium,Monitor and engage
4806-DXQCE,7955.5,0.0,VIP Customer,37.22,Medium,Monitor and engage
8309-PPCED,7952.400000000001,0.0,VIP Customer,37.2,Medium,Monitor and engage
7602-MVRMB,7952.400000000001,0.0,VIP Customer,37.2,Medium,Monitor and engage
6769-DYBQN,3910.0,0.315,High Value Customer,37.19,Medium,Monitor and engage
3831-YCPUO,7884.0,0.005,VIP Customer,37.18,Medium,Monitor and engage
3580-HYCSP,7941.599999999999,0.0,VIP Customer,37.15,Medium,Monitor and engage
0868-VJRDR,6659.2,0.1,VIP Customer,37.15,Medium,Monitor and engage
3313-QKNKB,5047.45,0.225,High Value Customer,37.11,Medium,Monitor and engage
8199-ZLLSA,7929.45,0.0,VIP Customer,37.1,Medium,Monitor and engage
7566-DSRLQ,7930.8,0.0,VIP Customer,37.1,Medium,Monitor and engage
3244-CQPHU,7927.2,0.0,VIP Customer,37.09,Medium,Monitor and engage
1452-KIOVK,1960.2,0.465,Monitor,37.07,Medium,Monitor and engage
7928-VJYAB,996.6,0.54,Monitor,37.06,Medium,Monitor and engage
1841-YSJGV,7916.400000000001,0.0,VIP Customer,37.04,Medium,Monitor and engage
0254-FNMCI,7912.8,0.0,VIP Customer,37.02,Medium,Monitor and engage
3870-SPZSI,7913.5,0.0,VIP Customer,37.02,Medium,Monitor and engage
0907-HQNTS,7910.0,0.0,VIP Customer,37.01,Medium,Monitor and engage
7881-EVUAD,85.2,0.61,Monitor,37.0,Medium,Monitor and engage
1162-ECVII,7902.0,0.0,VIP Customer,36.97,Medium,Monitor and engage
3508-CFVZL,7902.3,0.0,VIP Customer,36.97,Medium,Monitor and engage
4670-TABXH,7902.0,0.0,VIP Customer,36.97,Medium,Monitor and engage
3540-RZJYU,1293.0,0.515,Monitor,36.95,Medium,Monitor and engage
4909-JOUPP,7898.400000000001,0.0,VIP Customer,36.95,Medium,Monitor and engage
9680-NIAUV,7898.400000000001,0.0,VIP Customer,36.95,Medium,Monitor and engage
0835-JKADZ,7898.75,0.0,VIP Customer,36.95,Medium,Monitor and engage
6295-OSINB,7894.8,0.0,VIP Customer,36.93,Medium,Monitor and engage
5375-XLDOF,7890.15,0.0,VIP Customer,36.91,Medium,Monitor and engage
3518-FSTWG,7887.599999999999,0.0,VIP Customer,36.9,Medium,Monitor and engage
9802-CAQUT,7887.599999999999,0.0,VIP Customer,36.9,Medium,Monitor and engage
9167-APMXZ,1851.3,0.47,Monitor,36.86,Medium,Monitor and engage
7375-WMVMT,6780.5,0.085,VIP Customer,36.82,Medium,Monitor and engage
3886-CERTZ,7866.0,0.0,VIP Customer,36.8,Medium,Monitor and engage
1545-JFUML,7029.0,0.065,VIP Customer,36.78,Medium,Monitor and engage
6614-FHDBO,7862.400000000001,0.0,VIP Customer,36.78,Medium,Monitor and engage
8901-UPRHR,7862.400000000001,0.0,VIP Customer,36.78,Medium,Monitor and engage
2266-SJNAT,7858.8,0.0,VIP Customer,36.77,Medium,Monitor and engage
5027-YOCXN,5612.55,0.175,High Value Customer,36.76,Medium,Monitor and engage
9112-WSNPU,2469.25,0.42,Monitor,36.75,Medium,Monitor and engage
9465-RWMXL,2524.8,0.415,Monitor,36.71,Medium,Monitor and engage
5172-RKOCB,7844.400000000001,0.0,VIP Customer,36.7,Medium,Monitor and engage
7055-JCGNI,7836.5,0.0,VIP Customer,36.66,Medium,Monitor and engage
6910-HADCM,76.35,0.605,Monitor,36.66,Medium,Monitor and engage
2748-MYRVK,6293.700000000001,0.12,VIP Customer,36.64,Medium,Monitor and engage
8714-EUHJO,2825.65,0.39,Low Priority,36.62,Medium,Monitor and engage
7587-RZNME,129.89999999999998,0.6,Monitor,36.61,Medium,Monitor and engage
8132-YPVBX,515.7,0.57,Monitor,36.61,Medium,Monitor and engage
1053-MXTTK,7822.8,0.0,VIP Customer,36.6,Medium,Monitor and engage
3655-SNQYZ,7814.25,0.0,VIP Customer,36.56,Medium,Monitor and engage
5168-MQQCA,7812.0,0.0,VIP Customer,36.55,Medium,Monitor and engage
2419-FSORS,7804.8,0.0,VIP Customer,36.51,Medium,Monitor and engage
1320-GVNHT,7804.8,0.0,VIP Customer,36.51,Medium,Monitor and engage
4378-MYPGO,7157.0,0.05,VIP Customer,36.48,Medium,Monitor and engage
9031-ZVQPT,7790.400000000001,0.0,VIP Customer,36.45,Medium,Monitor and engage
0013-SMEOE,7788.7,0.0,VIP Customer,36.44,Medium,Monitor and engage
9053-JZFKV,7785.400000000001,0.0,VIP Customer,36.42,Medium,Monitor and engage
5760-FXFVO,473.7000000000001,0.57,Monitor,36.42,Medium,Monitor and engage
7134-HBPBS,7783.2,0.0,VIP Customer,36.41,Medium,Monitor and engage
5945-AZYHT,7781.599999999999,0.0,VIP Customer,36.41,Medium,Monitor and engage
9861-PDSZP,7779.599999999999,0.0,VIP Customer,36.4,Medium,Monitor and engage
8071-SBTRN,7780.5,0.0,VIP Customer,36.4,Medium,Monitor and engage
7124-UGSUR,6368.400000000001,0.11,VIP Customer,36.39,Medium,Monitor and engage
7923-IYJWY,7778.7,0.0,VIP Customer,36.39,Medium,Monitor and engage
9741-YLNTD,527.7,0.565,Monitor,36.37,Medium,Monitor and engage
9586-JGQKH,6745.6,0.08,VIP Customer,36.36,Medium,Monitor and engage
6993-YGFJV,7765.95,0.0,VIP Customer,36.33,Medium,Monitor and engage
2599-CIPQE,7760.3,0.0,VIP Customer,36.31,Medium,Monitor and engage
6308-CQRBU,7756.75,0.0,VIP Customer,36.29,Medium,Monitor and engage
8621-MNIHH,3204.5,0.355,High Value Customer,36.29,Medium,Monitor and engage
8378-LKJAF,3843.7,0.305,High Value Customer,36.28,Medium,Monitor and engage
2754-XBHTB,698.85,0.55,Monitor,36.27,Medium,Monitor and engage
9107-UKCKY,4867.8,0.225,High Value Customer,36.27,Medium,Monitor and engage
3312-ZWLGF,2299.7,0.425,Monitor,36.26,Medium,Monitor and engage
4184-VODJZ,5755.049999999999,0.155,High Value Customer,36.22,Medium,Monitor and engage
5954-BDFSG,7740.0,0.0,VIP Customer,36.21,Medium,Monitor and engage
3407-JMJQQ,7739.0,0.0,VIP Customer,36.21,Medium,Monitor and engage
4056-QHXHZ,7736.400000000001,0.0,VIP Customer,36.19,Medium,Monitor and engage
8265-HKSOW,7736.400000000001,0.0,VIP Customer,36.19,Medium,Monitor and engage
1470-PSXNM,4588.85,0.245,High Value Customer,36.17,Medium,Monitor and engage
0410-IPFTY,2599.35,0.4,Monitor,36.16,Medium,Monitor and engage
2325-NBPZG,223.65,0.585,Monitor,36.15,Medium,Monitor and engage
7957-RYHQD,3168.0,0.355,High Value Customer,36.12,Medium,Monitor and engage
2057-ZBLPD,1816.5,0.46,Monitor,36.1,Medium,Monitor and engage
8707-HOEDG,7714.0,0.0,VIP Customer,36.09,Medium,Monitor and engage
7317-GGVPB,7710.599999999999,0.0,VIP Customer,36.07,Medium,Monitor and engage
9420-LOJKX,1486.5,0.485,Monitor,36.05,Medium,Monitor and engage
2972-YDYUW,5397.900000000001,0.18,High Value Customer,36.05,Medium,Monitor and engage
3966-HRMZA,225.15,0.5832999999999999,Monitor,36.05,Medium,Monitor and engage
3717-OEAUQ,141.4,0.5896,Monitor,36.04,Medium,Monitor and engage
9283-LZQOH,967.2,0.525,Monitor,36.02,Medium,Monitor and engage
3786-WOVKF,7693.2,0.0,VIP Customer,35.99,Medium,Monitor and engage
8809-XKHMD,7239.599999999999,0.035,VIP Customer,35.97,Medium,Monitor and engage
6198-PNNSZ,6148.8,0.12,VIP Customer,35.97,Medium,Monitor and engage
4029-HPFVY,210.9,0.5825,Monitor,35.94,Medium,Monitor and engage
8849-GYOKR,5753.7,0.15,High Value Customer,35.92,Medium,Monitor and engage
9330-VOFSZ,6648.0,0.08,VIP Customer,35.9,Medium,Monitor and engage
3207-OYBWH,5429.25,0.175,High Value Customer,35.9,Medium,Monitor and engage
2834-JRTUA,7671.55,0.0,VIP Customer,35.89,Medium,Monitor and engage
4868-AADLV,7672.5,0.0,VIP Customer,35.89,Medium,Monitor and engage
1984-FCOWB,7665.0,0.0,VIP Customer,35.86,Medium,Monitor and engage
7879-CGSFV,5549.5,0.165,High Value Customer,35.86,Medium,Monitor and engage
0748-RDGGM,7665.0,0.0,VIP Customer,35.86,Medium,Monitor and engage
8107-RZLNV,7653.599999999999,0.0,VIP Customer,35.81,Medium,Monitor and engage
7159-NOKYQ,6241.05,0.11,VIP Customer,35.8,Medium,Monitor and engage
0388-EOPEX,148.8,0.585,Monitor,35.8,Medium,Monitor and engage
9405-GPBBG,7072.0,0.045,VIP Customer,35.79,Medium,Monitor and engage
4067-HLYQI,2323.2000000000003,0.415,Monitor,35.77,Medium,Monitor and engage
0052-DCKON,7642.8,0.0,VIP Customer,35.76,Medium,Monitor and engage
3865-YIOTT,7639.2,0.0,VIP Customer,35.74,Medium,Monitor and engage
5668-MEISB,7639.2,0.0,VIP Customer,35.74,Medium,Monitor and engage
1452-UZOSF,7639.2,0.0,VIP Customer,35.74,Medium,Monitor and engage
2615-YVMYX,7632.5,0.0,VIP Customer,35.71,Medium,Monitor and engage
4476-OSWTN,7627.95,0.0,VIP Customer,35.69,Medium,Monitor and engage
0923-PNFUB,251.25,0.575,Monitor,35.68,Medium,Monitor and engage
7733-UDMTP,3135.0,0.35,High Value Customer,35.67,Medium,Monitor and engage
7519-JTWQH,7624.5,0.0,VIP Customer,35.67,Medium,Monitor and engage
5469-CTCWN,6466.0,0.09,VIP Customer,35.65,Medium,Monitor and engage
6137-NICCO,564.3,0.55,Monitor,35.64,Medium,Monitor and engage
8999-XXGNS,7614.0,0.0,VIP Customer,35.62,Medium,Monitor and engage
4818-QIUFN,1583.0,0.47,Monitor,35.61,Medium,Monitor and engage
0853-TWRVK,7603.2,0.0,VIP Customer,35.57,Medium,Monitor and engage
4223-WOZCM,99.9,0.585,Monitor,35.57,Medium,Monitor and engage
0401-WDBXM,7599.599999999999,0.0,VIP Customer,35.55,Medium,Monitor and engage
2632-IVXVF,7599.0,0.0,VIP Customer,35.55,Medium,Monitor and engage
3466-RITXD,2402.4,0.405,Monitor,35.54,Medium,Monitor and engage
4389-UEFCZ,7596.0,0.0,VIP Customer,35.54,Medium,Monitor and engage
2988-QRAJY,7593.45,0.0,VIP Customer,35.52,Medium,Monitor and engage
8393-DLHGA,2397.5,0.405,Monitor,35.52,Medium,Monitor and engage
0136-IFMYD,7586.55,0.0,VIP Customer,35.49,Medium,Monitor and engage
4119-ZYPZY,7582.8,0.0,VIP Customer,35.48,Medium,Monitor and engage
9558-IHEZX,7579.25,0.0,VIP Customer,35.46,Medium,Monitor and engage
9717-QEBGU,140.6,0.58,Monitor,35.46,Medium,Monitor and engage
5965-GGPRW,7578.0,0.0,VIP Customer,35.45,Medium,Monitor and engage
9959-WOFKT,7575.7,0.0,VIP Customer,35.44,Medium,Monitor and engage
1679-JRFBR,7570.5,0.0,VIP Customer,35.42,Medium,Monitor and engage
6726-NNFWD,6350.95,0.095,VIP Customer,35.41,Medium,Monitor and engage
5985-BEHZK,7560.0,0.0,VIP Customer,35.37,Medium,Monitor and engage
0392-BZIUW,7560.0,0.0,VIP Customer,35.37,Medium,Monitor and engage
7203-OYKCT,7556.400000000001,0.0,VIP Customer,35.35,Medium,Monitor and engage
4947-DSMXK,3321.8,0.33,High Value Customer,35.34,Medium,Monitor and engage
4815-YOSUK,7552.8,0.0,VIP Customer,35.33,Medium,Monitor and engage
2664-XJZNO,7552.8,0.0,VIP Customer,35.33,Medium,Monitor and engage
2984-TBYKU,7552.8,0.0,VIP Customer,35.33,Medium,Monitor and engage
5286-YHCVC,7545.599999999999,0.0,VIP Customer,35.3,Medium,Monitor and engage
8819-ZBYNA,6327.799999999999,0.095,VIP Customer,35.3,Medium,Monitor and engage
5339-PXDVH,362.6,0.56,Monitor,35.3,Medium,Monitor and engage
7354-OIJLX,682.65,0.535,Monitor,35.29,Medium,Monitor and engage
9896-UYMIE,7543.8,0.0,VIP Customer,35.29,Medium,Monitor and engage
5795-KTGUD,7534.4,0.0,VIP Customer,35.25,Medium,Monitor and engage
2955-BJZHG,1374.4499999999998,0.48,Monitor,35.23,Medium,Monitor and engage
8561-NMTBD,7527.45,0.0,VIP Customer,35.22,Medium,Monitor and engage
3259-FDWOY,7526.0,0.0,VIP Customer,35.21,Medium,Monitor and engage
1092-GANHU,1303.0500000000002,0.485,Monitor,35.2,Medium,Monitor and engage
5376-PCKNB,7520.400000000001,0.0,VIP Customer,35.18,Medium,Monitor and engage
2172-EJXVF,7518.900000000001,0.0,VIP Customer,35.18,Medium,Monitor and engage
0308-GIQJT,7508.25,0.0,VIP Customer,35.13,Medium,Monitor and engage
5569-IDSEY,7504.7,0.0,VIP Customer,35.11,Medium,Monitor and engage
8213-TAZPM,7503.75,0.0,VIP Customer,35.11,Medium,Monitor and engage
6728-DKUCO,7498.8,0.0,VIP Customer,35.08,Medium,Monitor and engage
0917-EZOLA,7498.8,0.0,VIP Customer,35.08,Medium,Monitor and engage
0952-KMEEH,1275.95,0.485,Monitor,35.07,Medium,Monitor and engage
3363-DTIVD,7494.05,0.0,VIP Customer,35.06,Medium,Monitor and engage
5153-LXKDT,7493.6,0.0,VIP Customer,35.06,Medium,Monitor and engage
0823-HSCDJ,2555.8,0.385,Low Priority,35.06,Medium,Monitor and engage
6834-NXDCA,310.7,0.56,Monitor,35.05,Medium,Monitor and engage
7251-LJBQN,4150.0,0.26,High Value Customer,35.02,Medium,Monitor and engage
7663-YJHSN,7484.400000000001,0.0,VIP Customer,35.01,Medium,Monitor and engage
9958-MEKUC,7484.400000000001,0.0,VIP Customer,35.01,Medium,Monitor and engage
1131-SUEKT,6005.45,0.115,VIP Customer,35.0,Medium,Monitor and engage
1902-XBTFB,1966.8,0.43,Monitor,35.0,Medium,Monitor and engage
5440-FLBQG,7479.6,0.0,VIP Customer,34.99,Medium,Monitor and engage
3192-NQECA,7480.0,0.0,VIP Customer,34.99,Medium,Monitor and engage
4043-MKDTV,7472.75,0.0,VIP Customer,34.96,Medium,Monitor and engage
4822-LPTYJ,7470.0,0.0,VIP Customer,34.95,Medium,Monitor and engage
5140-FOMCQ,6439.85,0.08,VIP Customer,34.93,Medium,Monitor and engage
7691-XVTZH,6116.6,0.105,VIP Customer,34.92,Medium,Monitor and engage
6749-UTDVX,7462.8,0.0,VIP Customer,34.91,Medium,Monitor and engage
5287-QWLKY,7462.099999999999,0.0,VIP Customer,34.91,Medium,Monitor and engage
0913-XWSCN,4702.5,0.215,High Value Customer,34.9,Medium,Monitor and engage
8914-RBTSB,2907.8,0.355,Low Priority,34.9,Medium,Monitor and engage
2773-OVBPK,7457.099999999999,0.0,VIP Customer,34.89,Medium,Monitor and engage
6050-IJRHS,7455.0,0.0,VIP Customer,34.88,Medium,Monitor and engage
3199-NPKCN,7453.75,0.0,VIP Customer,34.87,Medium,Monitor and engage
9777-IQHWP,5977.6,0.115,High Value Customer,34.87,Medium,Monitor and engage
3022-BEXHZ,7450.400000000001,0.0,VIP Customer,34.86,Medium,Monitor and engage
