customer_id,ltv,ltv_segment,churn_risk,customer_segment
4393-GEADV,8032.5,Very High Value,Low Risk,VIP Customer
1043-UXOVO,8033.650000000001,Very High Value,Low Risk,VIP Customer
8059-UDZFY,3476.55,High Value,Low Risk,High Value Customer
6022-UGGSO,2380.8,Medium Value,Medium Risk,Monitor
0530-IJVDB,8022.0,Very High Value,Low Risk,VIP Customer
5357-TZHPP,759.6,Low Value,Medium Risk,Monitor
7929-SKFGK,8001.0,Very High Value,Low Risk,VIP Customer
5696-CEIQJ,6911.05,Very High Value,Low Risk,VIP Customer
0019-EFAEP,7293.599999999999,Very High Value,Low Risk,VIP Customer
4686-UXDML,2096.85,Medium Value,Medium Risk,Monitor
1555-DJEQW,7994.0,Very High Value,Low Risk,VIP Customer
6284-KMNUF,5488.0,High Value,Low Risk,High Value Customer
7030-FZTFM,7984.8,Very High Value,Low Risk,VIP Customer
2499-AJYUA,7977.599999999999,Very High Value,Low Risk,VIP Customer
0322-CHQRU,90.7,Low Value,Medium Risk,Monitor
4282-MSACW,7969.6,Very High Value,Low Risk,VIP Customer
8823-RLPWL,7966.8,Very High Value,Low Risk,VIP Customer
9940-RHLFB,75.3,Low Value,Medium Risk,Monitor
1291-CUOCY,7963.2,Very High Value,Low Risk,VIP Customer
4806-DXQCE,7955.5,Very High Value,Low Risk,VIP Customer
8309-PPCED,7952.400000000001,Very High Value,Low Risk,VIP Customer
7602-MVRMB,7952.400000000001,Very High Value,Low Risk,VIP Customer
6769-DYBQN,3910.0,High Value,Low Risk,High Value Customer
3831-YCPUO,7884.0,Very High Value,Low Risk,VIP Customer
3580-HYCSP,7941.599999999999,Very High Value,Low Risk,VIP Customer
0868-VJRDR,6659.2,Very High Value,Low Risk,VIP Customer
3313-QKNKB,5047.45,High Value,Low Risk,High Value Customer
8199-ZLLSA,7929.45,Very High Value,Low Risk,VIP Customer
7566-DSRLQ,7930.8,Very High Value,Low Risk,VIP Customer
3244-CQPHU,7927.2,Very High Value,Low Risk,VIP Customer
1452-KIOVK,1960.2,Medium Value,Medium Risk,Monitor
7928-VJYAB,996.6,Low Value,Medium Risk,Monitor
1841-YSJGV,7916.400000000001,Very High Value,Low Risk,VIP Customer
0254-FNMCI,7912.8,Very High Value,Low Risk,VIP Customer
3870-SPZSI,7913.5,Very High Value,Low Risk,VIP Customer
0907-HQNTS,7910.0,Very High Value,Low Risk,VIP Customer
7881-EVUAD,85.2,Low Value,Medium Risk,Monitor
1162-ECVII,7902.0,Very High Value,Low Risk,VIP Customer
3508-CFVZL,7902.3,Very High Value,Low Risk,VIP Customer
4670-TABXH,7902.0,Very High Value,Low Risk,VIP Customer
3540-RZJYU,1293.0,Medium Value,Medium Risk,Monitor
4909-JOUPP,7898.400000000001,Very High Value,Low Risk,VIP Customer
9680-NIAUV,7898.400000000001,Very High Value,Low Risk,VIP Customer
0835-JKADZ,7898.75,Very High Value,Low Risk,VIP Customer
6295-OSINB,7894.8,Very High Value,Low Risk,VIP Customer
5375-XLDOF,7890.15,Very High Value,Low Risk,VIP Customer
3518-FSTWG,7887.599999999999,Very High Value,Low Risk,VIP Customer
9802-CAQUT,7887.599999999999,Very High Value,Low Risk,VIP Customer
9167-APMXZ,1851.3,Medium Value,Medium Risk,Monitor
7375-WMVMT,6780.5,Very High Value,Low Risk,VIP Customer
3886-CERTZ,7866.0,Very High Value,Low Risk,VIP Customer
1545-JFUML,7029.0,Very High Value,Low Risk,VIP Customer
6614-FHDBO,7862.400000000001,Very High Value,Low Risk,VIP Customer
8901-UPRHR,7862.400000000001,Very High Value,Low Risk,VIP Customer
2266-SJNAT,7858.8,Very High Value,Low Risk,VIP Customer
5027-YOCXN,5612.55,High Value,Low Risk,High Value Customer
9112-WSNPU,2469.25,Medium Value,Medium Risk,Monitor
9465-RWMXL,2524.8,Medium Value,Medium Risk,Monitor
5172-RKOCB,7844.400000000001,Very High Value,Low Risk,VIP Customer
7055-JCGNI,7836.5,Very High Value,Low Risk,VIP Customer
6910-HADCM,76.35,Low Value,Medium Risk,Monitor
2748-MYRVK,6293.700000000001,Very High Value,Low Risk,VIP Customer
8714-EUHJO,2825.65,Medium Value,Low Risk,Low Priority
7587-RZNME,129.89999999999998,Low Value,Medium Risk,Monitor
8132-YPVBX,515.7,Low Value,Medium Risk,Monitor
1053-MXTTK,7822.8,Very High Value,Low Risk,VIP Customer
3655-SNQYZ,7814.25,Very High Value,Low Risk,VIP Customer
5168-MQQCA,7812.0,Very High Value,Low Risk,VIP Customer
2419-FSORS,7804.8,Very High Value,Low Risk,VIP Customer
1320-GVNHT,7804.8,Very High Value,Low Risk,VIP Customer
4378-MYPGO,7157.0,Very High Value,Low Risk,VIP Customer
9031-ZVQPT,7790.400000000001,Very High Value,Low Risk,VIP Customer
0013-SMEOE,7788.7,Very High Value,Low Risk,VIP Customer
9053-JZFKV,7785.400000000001,Very High Value,Low Risk,VIP Customer
5760-FXFVO,473.7000000000001,Low Value,Medium Risk,Monitor
7134-HBPBS,7783.2,Very High Value,Low Risk,VIP Customer
5945-AZYHT,7781.599999999999,Very High Value,Low Risk,VIP Customer
9861-PDSZP,7779.599999999999,Very High Value,Low Risk,VIP Customer
8071-SBTRN,7780.5,Very High Value,Low Risk,VIP Customer
7124-UGSUR,6368.400000000001,Very High Value,Low Risk,VIP Customer
7923-IYJWY,7778.7,Very High Value,Low Risk,VIP Customer
9741-YLNTD,527.7,Low Value,Medium Risk,Monitor
9586-JGQKH,6745.6,Very High Value,Low Risk,VIP Customer
6993-YGFJV,7765.95,Very High Value,Low Risk,VIP Customer
2599-CIPQE,7760.3,Very High Value,Low Risk,VIP Customer
6308-CQRBU,7756.75,Very High Value,Low Risk,VIP Customer
8621-MNIHH,3204.5,High Value,Low Risk,High Value Customer
8378-LKJAF,3843.7,High Value,Low Risk,High Value Customer
2754-XBHTB,698.85,Low Value,Medium Risk,Monitor
9107-UKCKY,4867.8,High Value,Low Risk,High Value Customer
3312-ZWLGF,2299.7,Medium Value,Medium Risk,Monitor
4184-VODJZ,5755.049999999999,High Value,Low Risk,High Value Customer
5954-BDFSG,7740.0,Very High Value,Low Risk,VIP Customer
3407-JMJQQ,7739.0,Very High Value,Low Risk,VIP Customer
4056-QHXHZ,7736.400000000001,Very High Value,Low Risk,VIP Customer
8265-HKSOW,7736.400000000001,Very High Value,Low Risk,VIP Customer
1470-PSXNM,4588.85,High Value,Low Risk,High Value Customer
0410-IPFTY,2599.35,Medium Value,Medium Risk,Monitor
2325-NBPZG,223.65,Low Value,Medium Risk,Monitor
7957-RYHQD,3168.0,High Value,Low Risk,High Value Customer
2057-ZBLPD,1816.5,Medium Value,Medium Risk,Monitor
8707-HOEDG,7714.0,Very High Value,Low Risk,VIP Customer
7317-GGVPB,7710.599999999999,Very High Value,Low Risk,VIP Customer
9420-LOJKX,1486.5,Medium Value,Medium Risk,Monitor
2972-YDYUW,5397.900000000001,High Value,Low Risk,High Value Customer
3966-HRMZA,225.15,Low Value,Medium Risk,Monitor
3717-OEAUQ,141.4,Low Value,Medium Risk,Monitor
9283-LZQOH,967.2,Low Value,Medium Risk,Monitor
3786-WOVKF,7693.2,Very High Value,Low Risk,VIP Customer
8809-XKHMD,7239.599999999999,Very High Value,Low Risk,VIP Customer
6198-PNNSZ,6148.8,Very High Value,Low Risk,VIP Customer
4029-HPFVY,210.9,Low Value,Medium Risk,Monitor
8849-GYOKR,5753.7,High Value,Low Risk,High Value Customer
9330-VOFSZ,6648.0,Very High Value,Low Risk,VIP Customer
3207-OYBWH,5429.25,High Value,Low Risk,High Value Customer
2834-JRTUA,7671.55,Very High Value,Low Risk,VIP Customer
4868-AADLV,7672.5,Very High Value,Low Risk,VIP Customer
1984-FCOWB,7665.0,Very High Value,Low Risk,VIP Customer
7879-CGSFV,5549.5,High Value,Low Risk,High Value Customer
0748-RDGGM,7665.0,Very High Value,Low Risk,VIP Customer
8107-RZLNV,7653.599999999999,Very High Value,Low Risk,VIP Customer
7159-NOKYQ,6241.05,Very High Value,Low Risk,VIP Customer
0388-EOPEX,148.8,Low Value,Medium Risk,Monitor
9405-GPBBG,7072.0,Very High Value,Low Risk,VIP Customer
4067-HLYQI,2323.2000000000003,Medium Value,Medium Risk,Monitor
0052-DCKON,7642.8,Very High Value,Low Risk,VIP Customer
3865-YIOTT,7639.2,Very High Value,Low Risk,VIP Customer
5668-MEISB,7639.2,Very High Value,Low Risk,VIP Customer
1452-UZOSF,7639.2,Very High Value,Low Risk,VIP Customer
2615-YVMYX,7632.5,Very High Value,Low Risk,VIP Customer
4476-OSWTN,7627.95,Very High Value,Low Risk,VIP Customer
0923-PNFUB,251.25,Low Value,Medium Risk,Monitor
7733-UDMTP,3135.0,High Value,Low Risk,High Value Customer
7519-JTWQH,7624.5,Very High Value,Low Risk,VIP Customer
5469-CTCWN,6466.0,Very High Value,Low Risk,VIP Customer
6137-NICCO,564.3,Low Value,Medium Risk,Monitor
8999-XXGNS,7614.0,Very High Value,Low Risk,VIP Customer
4818-QIUFN,1583.0,Medium Value,Medium Risk,Monitor
0853-TWRVK,7603.2,Very High Value,Low Risk,VIP Customer
4223-WOZCM,99.9,Low Value,Medium Risk,Monitor
0401-WDBXM,7599.599999999999,Very High Value,Low Risk,VIP Customer
2632-IVXVF,7599.0,Very High Value,Low Risk,VIP Customer
3466-RITXD,2402.4,Medium Value,Medium Risk,Monitor
4389-UEFCZ,7596.0,Very High Value,Low Risk,VIP Customer
2988-QRAJY,7593.45,Very High Value,Low Risk,VIP Customer
8393-DLHGA,2397.5,Medium Value,Medium Risk,Monitor
0136-IFMYD,7586.55,Very High Value,Low Risk,VIP Customer
4119-ZYPZY,7582.8,Very High Value,Low Risk,VIP Customer
9558-IHEZX,7579.25,Very High Value,Low Risk,VIP Customer
9717-QEBGU,140.6,Low Value,Medium Risk,Monitor
5965-GGPRW,7578.0,Very High Value,Low Risk,VIP Customer
9959-WOFKT,7575.7,Very High Value,Low Risk,VIP Customer
1679-JRFBR,7570.5,Very High Value,Low Risk,VIP Customer
6726-NNFWD,6350.95,Very High Value,Low Risk,VIP Customer
5985-BEHZK,7560.0,Very High Value,Low Risk,VIP Customer
0392-BZIUW,7560.0,Very High Value,Low Risk,VIP Customer
7203-OYKCT,7556.400000000001,Very High Value,Low Risk,VIP Customer
4947-DSMXK,3321.8,High Value,Low Risk,High Value Customer
4815-YOSUK,7552.8,Very High Value,Low Risk,VIP Customer
2664-XJZNO,7552.8,Very High Value,Low Risk,VIP Customer
2984-TBYKU,7552.8,Very High Value,Low Risk,VIP Customer
5286-YHCVC,7545.599999999999,Very High Value,Low Risk,VIP Customer
8819-ZBYNA,6327.799999999999,Very High Value,Low Risk,VIP Customer
5339-PXDVH,362.6,Low Value,Medium Risk,Monitor
7354-OIJLX,682.65,Low Value,Medium Risk,Monitor
9896-UYMIE,7543.8,Very High Value,Low Risk,VIP Customer
5795-KTGUD,7534.4,Very High Value,Low Risk,VIP Customer
2955-BJZHG,1374.4499999999998,Medium Value,Medium Risk,Monitor
8561-NMTBD,7527.45,Very High Value,Low Risk,VIP Customer
3259-FDWOY,7526.0,Very High Value,Low Risk,VIP Customer
1092-GANHU,1303.0500000000002,Medium Value,Medium Risk,Monitor
5376-PCKNB,7520.400000000001,Very High Value,Low Risk,VIP Customer
2172-EJXVF,7518.900000000001,Very High Value,Low Risk,VIP Customer
0308-GIQJT,7508.25,Very High Value,Low Risk,VIP Customer
5569-IDSEY,7504.7,Very High Value,Low Risk,VIP Customer
8213-TAZPM,7503.75,Very High Value,Low Risk,VIP Customer
6728-DKUCO,7498.8,Very High Value,Low Risk,VIP Customer
0917-EZOLA,7498.8,Very High Value,Low Risk,VIP Customer
0952-KMEEH,1275.95,Medium Value,Medium Risk,Monitor
3363-DTIVD,7494.05,Very High Value,Low Risk,VIP Customer
5153-LXKDT,7493.6,Very High Value,Low Risk,VIP Customer
0823-HSCDJ,2555.8,Medium Value,Low Risk,Low Priority
6834-NXDCA,310.7,Low Value,Medium Risk,Monitor
7251-LJBQN,4150.0,High Value,Low Risk,High Value Customer
7663-YJHSN,7484.400000000001,Very High Value,Low Risk,VIP Customer
9958-MEKUC,7484.400000000001,Very High Value,Low Risk,VIP Customer
1131-SUEKT,6005.45,Very High Value,Low Risk,VIP Customer
1902-XBTFB,1966.8,Medium Value,Medium Risk,Monitor
5440-FLBQG,7479.6,Very High Value,Low Risk,VIP Customer
3192-NQECA,7480.0,Very High Value,Low Risk,VIP Customer
4043-MKDTV,7472.75,Very High Value,Low Risk,VIP Customer
4822-LPTYJ,7470.0,Very High Value,Low Risk,VIP Customer
5140-FOMCQ,6439.85,Very High Value,Low Risk,VIP Customer
7691-XVTZH,6116.6,Very High Value,Low Risk,VIP Customer
6749-UTDVX,7462.8,Very High Value,Low Risk,VIP Customer
5287-QWLKY,7462.099999999999,Very High Value,Low Risk,VIP Customer
0913-XWSCN,4702.5,High Value,Low Risk,High Value Customer
8914-RBTSB,2907.8,Medium Value,Low Risk,Low Priority
2773-OVBPK,7457.099999999999,Very High Value,Low Risk,VIP Customer
6050-IJRHS,7455.0,Very High Value,Low Risk,VIP Customer
3199-NPKCN,7453.75,Very High Value,Low Risk,VIP Customer
9777-IQHWP,5977.6,High Value,Low Risk,High Value Customer
3022-BEXHZ,7450.400000000001,Very High Value,Low Risk,VIP Customer
5301-GAUUY,2571.2,Medium Value,Low Risk,Low Priority
8809-RIHDD,7444.8,Very High Value,Low Risk,VIP Customer
3197-ARFOY,1995.0,Medium Value,Medium Risk,Monitor
0727-BNRLG,6737.85,Very High Value,Low Risk,VIP Customer
8849-AYPTR,3011.25,High Value,Low Risk,High Value Customer
9544-PYPSJ,5958.2,High Value,Low Risk,High Value Customer
6994-FGRHH,7430.5,Very High Value,Low Risk,VIP Customer
2234-XADUH,7430.400000000001,Very High Value,Low Risk,VIP Customer
7250-EQKIY,50.45,Low Value,Medium Risk,Monitor
2478-EEWWM,2613.7,Medium Value,Low Risk,Low Priority
8565-HBFNN,7396.8,Very High Value,Low Risk,VIP Customer
6257-DTAYD,7394.650000000001,Very High Value,Low Risk,VIP Customer
2878-RMWXY,7390.8,Very High Value,Low Risk,VIP Customer
5678-VFNEQ,7391.099999999999,Very High Value,Low Risk,VIP Customer
4323-OHFOW,7388.5,Very High Value,Low Risk,VIP Customer
1475-VWVDO,524.3000000000001,Low Value,Medium Risk,Monitor
1576-PFZIW,7374.5,Very High Value,Low Risk,VIP Customer
3627-FHKBK,75.3,Low Value,Medium Risk,Monitor
4250-ZBWLV,7374.6,Very High Value,Low Risk,VIP Customer
8869-LIHMK,7366.4,Very High Value,Low Risk,VIP Customer
0795-GMVQO,7363.3,Very High Value,Low Risk,VIP Customer
1229-RCALF,7360.0,Very High Value,Low Risk,VIP Customer
7426-WEIJX,4857.0,High Value,Low Risk,High Value Customer
5748-RNCJT,7348.5,Very High Value,Low Risk,VIP Customer
7718-UPSKJ,7341.6,Very High Value,Low Risk,VIP Customer
5161-UBZXI,7338.15,Very High Value,Low Risk,VIP Customer
9450-TRJUU,2910.25,Medium Value,Low Risk,Low Priority
0100-DUVFC,7336.0,Very High Value,Low Risk,VIP Customer
8849-PRIQJ,7329.8,Very High Value,Low Risk,VIP Customer
7821-DPRQE,7323.6,Very High Value,Low Risk,VIP Customer
7632-MNYOY,7319.400000000001,Very High Value,Low Risk,VIP Customer
9835-ZIITK,7316.099999999999,Very High Value,Low Risk,VIP Customer
2604-IJPDU,1931.0,Medium Value,Medium Risk,Monitor
3597-YASZG,7311.5,Very High Value,Low Risk,VIP Customer
7208-PSIHR,7301.0,Very High Value,Low Risk,VIP Customer
7971-HLVXI,6084.0,Very High Value,Low Risk,VIP Customer
4827-LTQRJ,7299.599999999999,Very High Value,Low Risk,VIP Customer
1335-HQMKX,7297.2,Very High Value,Low Risk,VIP Customer
5022-JNQEQ,682.65,Low Value,Medium Risk,Monitor
1297-VQDRP,7286.200000000001,Very High Value,Low Risk,VIP Customer
1346-PJWTK,5743.150000000001,High Value,Low Risk,High Value Customer
5198-EFNBM,5167.05,High Value,Low Risk,High Value Customer
4853-RULSV,7280.0,Very High Value,Low Risk,VIP Customer
7503-QQRVF,1188.8,Medium Value,Medium Risk,Monitor
2533-QVMSK,5740.099999999999,High Value,Low Risk,High Value Customer
9779-DPNEJ,1763.3000000000002,Medium Value,Medium Risk,Monitor
6048-UWKAL,7272.6,Very High Value,Low Risk,VIP Customer
6050-FFXES,7269.15,Very High Value,Low Risk,VIP Customer
9848-JQJTX,7264.8,Very High Value,Low Risk,VIP Customer
0864-FVJNJ,7254.4,Very High Value,Low Risk,VIP Customer
4547-LYTDD,1162.4,Medium Value,Medium Risk,Monitor
1090-PYKCI,7251.9,Very High Value,Low Risk,VIP Customer
4154-AQUGT,1157.65,Medium Value,Medium Risk,Monitor
0058-EVZWM,4939.0,High Value,Low Risk,High Value Customer
5781-BKHOP,7246.8,Very High Value,Low Risk,VIP Customer
7181-OQCUT,2180.85,Medium Value,Low Risk,Low Priority
2187-PKZAY,959.4,Low Value,Medium Risk,Monitor
6837-HAEVO,7245.0,Very High Value,Low Risk,VIP Customer
2995-UPRYS,3968.0,High Value,Low Risk,High Value Customer
5734-EJKXG,7234.599999999999,Very High Value,Low Risk,VIP Customer
1522-VVDMG,628.25,Low Value,Medium Risk,Monitor
5133-POWUA,45.8,Low Value,Medium Risk,Monitor
0876-WDUUZ,427.0,Low Value,Medium Risk,Monitor
8634-CILSZ,7224.3,Very High Value,Low Risk,VIP Customer
6067-NGCEU,7218.25,Very High Value,Low Risk,VIP Customer
3442-ZHHCC,5229.200000000001,High Value,Low Risk,High Value Customer
3617-XLSGQ,7210.5,Very High Value,Low Risk,VIP Customer
9286-DOJGF,2848.1,Medium Value,Low Risk,Low Priority
4075-JFPGR,4768.5,High Value,Low Risk,High Value Customer
4550-VBOFE,7206.5,Very High Value,Low Risk,VIP Customer
4616-ULAOA,7202.0,Very High Value,Low Risk,VIP Customer
9480-BQJEI,5722.599999999999,High Value,Low Risk,High Value Customer
6234-RAAPL,7192.8,Very High Value,Low Risk,VIP Customer
2056-EVGZL,7191.0,Very High Value,Low Risk,VIP Customer
6305-YLBMM,7179.45,Very High Value,Low Risk,VIP Customer
3658-KIBGF,54.9,Low Value,Medium Risk,Monitor
5502-RLUYV,7172.55,Very High Value,Low Risk,VIP Customer
5481-NTDOH,7172.349999999999,Very High Value,Low Risk,VIP Customer
0959-WHOKV,4158.0,High Value,Low Risk,High Value Customer
3096-WPXBT,6142.7,Very High Value,Low Risk,VIP Customer
9752-ZNQUT,48.6,Low Value,Medium Risk,Monitor
8480-PPONV,7164.099999999999,Very High Value,Low Risk,VIP Customer
9090-SGQXL,7160.4,Very High Value,Low Risk,VIP Customer
5067-XJQFU,7157.7,Very High Value,Low Risk,VIP Customer
5055-BRMNE,7148.900000000001,Very High Value,Low Risk,VIP Customer
6333-YDVLT,7150.0,Very High Value,Low Risk,VIP Customer
6993-YCOBK,6636.0,Very High Value,Low Risk,VIP Customer
5228-EXCET,1051.05,Medium Value,Medium Risk,Monitor
1891-QRQSA,7142.4,Very High Value,Low Risk,VIP Customer
6465-GSRCL,7142.2,Very High Value,Low Risk,VIP Customer
0742-LAFQK,7138.8,Very High Value,Low Risk,VIP Customer
0218-QNVAS,7139.05,Very High Value,Low Risk,VIP Customer
0581-MDMPW,2134.8,Medium Value,Low Risk,Low Priority
6723-WSNTY,7134.599999999999,Very High Value,Low Risk,VIP Customer
6463-HHXJR,7135.5,Very High Value,Low Risk,VIP Customer
0786-IVLAW,7134.599999999999,Very High Value,Low Risk,VIP Customer
1135-HIORI,7132.8,Very High Value,Low Risk,VIP Customer
8894-JVDCV,7133.099999999999,Very High Value,Low Risk,VIP Customer
8659-IOOPU,7131.95,Very High Value,Low Risk,VIP Customer
1741-WTPON,6487.599999999999,Very High Value,Low Risk,VIP Customer
6766-HFKLA,5779.2,High Value,Low Risk,High Value Customer
3750-CKVKH,135.5,Low Value,Medium Risk,Monitor
2623-DRYAM,7122.5,Very High Value,Low Risk,VIP Customer
8212-DJRCH,451.75,Low Value,Medium Risk,Monitor
9028-LIHRP,7114.2,Very High Value,Low Risk,VIP Customer
2067-QYTCF,7113.6,Very High Value,Low Risk,VIP Customer
9052-VKDUW,7111.0,Very High Value,Low Risk,VIP Customer
4829-AUOAX,4418.3,High Value,Low Risk,High Value Customer
1163-VIPRI,7104.5,Very High Value,Low Risk,VIP Customer
7730-CLDSV,7102.8,Very High Value,Low Risk,VIP Customer
5419-KLXBN,2228.75,Medium Value,Low Risk,Low Priority
4402-FTBXC,4849.2,High Value,Low Risk,High Value Customer
3571-RFHAR,7094.75,Very High Value,Low Risk,VIP Customer
5671-RQRLP,5295.5,High Value,Low Risk,High Value Customer
3569-EDBPQ,2024.4,Medium Value,Low Risk,Low Priority
1335-NTIUC,224.55,Low Value,Medium Risk,Monitor
9659-ZTWSM,7085.099999999999,Very High Value,Low Risk,VIP Customer
5663-QBGIS,7081.2,Very High Value,Low Risk,VIP Customer
1217-VASWC,4323.65,High Value,Low Risk,High Value Customer
0266-CLZKZ,7078.55,Very High Value,Low Risk,VIP Customer
5453-YBTWV,7077.0,Very High Value,Low Risk,VIP Customer
8065-QBYTO,7075.150000000001,Very High Value,Low Risk,VIP Customer
5897-ZYEKH,7075.2,Very High Value,Low Risk,VIP Customer
2674-MLXMN,7075.150000000001,Very High Value,Low Risk,VIP Customer
3761-FLYZI,7072.0,Very High Value,Low Risk,VIP Customer
1937-OTUKY,7070.400000000001,Very High Value,Low Risk,VIP Customer
2521-NPUZR,7070.0,Very High Value,Low Risk,VIP Customer
7504-UWHNB,1743.75,Medium Value,Medium Risk,Monitor
8085-MSNLK,7064.900000000001,Very High Value,Low Risk,VIP Customer
6990-YNRIO,7062.25,Very High Value,Low Risk,VIP Customer
1060-ENTOF,7061.8,Very High Value,Low Risk,VIP Customer
5174-ITUMV,7061.8,Very High Value,Low Risk,VIP Customer
4570-QHXHL,393.75,Low Value,Medium Risk,Monitor
2789-CZANW,7059.2,Very High Value,Low Risk,VIP Customer
7005-CYUIL,7057.400000000001,Very High Value,Low Risk,VIP Customer
0440-UEDAI,5005.85,High Value,Low Risk,High Value Customer
0862-PRCBS,7055.0,Very High Value,Low Risk,VIP Customer
6176-YJWAS,7052.400000000001,Very High Value,Low Risk,VIP Customer
1304-SEGFY,7045.2,Very High Value,Low Risk,VIP Customer
2277-BKJKN,7043.2,Very High Value,Low Risk,VIP Customer
8445-DNBAE,50.05,Low Value,Medium Risk,Monitor
3133-PZNSR,7038.0,Very High Value,Low Risk,VIP Customer
8903-XEBGX,110.6,Low Value,Medium Risk,Monitor
8152-VETUR,7034.400000000001,Very High Value,Low Risk,VIP Customer
3230-JCNZS,7029.0,Very High Value,Low Risk,VIP Customer
2692-AQCPF,7023.25,Very High Value,Low Risk,VIP Customer
3642-GKTCT,7021.099999999999,Very High Value,Low Risk,VIP Customer
7017-VFHAY,7021.099999999999,Very High Value,Low Risk,VIP Customer
9625-QNLUX,7021.0,Very High Value,Low Risk,VIP Customer
7322-OCWHC,6699.599999999999,Very High Value,Low Risk,VIP Customer
8466-PZBLH,7008.2,Very High Value,Low Risk,VIP Customer
8591-TKMZH,6554.9,Very High Value,Low Risk,VIP Customer
9571-EDEBV,7004.150000000001,Very High Value,Low Risk,VIP Customer
1063-DHQJF,6358.35,Very High Value,Low Risk,VIP Customer
7762-URZQH,6999.3,Very High Value,Low Risk,VIP Customer
3096-YXENJ,6997.25,Very High Value,Low Risk,VIP Customer
4760-THGOT,4046.3,High Value,Low Risk,High Value Customer
6425-YQLLO,6992.7,Very High Value,Low Risk,VIP Customer
3612-YUNGG,6988.8,Very High Value,Low Risk,VIP Customer
5336-UFNZP,6984.25,Very High Value,Low Risk,VIP Customer
6719-FGEDO,6984.0,Very High Value,Low Risk,VIP Customer
4317-VTEOA,50.75,Low Value,Medium Risk,Monitor
7694-VLBWQ,6974.7,Very High Value,Low Risk,VIP Customer
0599-XNYDO,1396.0,Medium Value,Medium Risk,Monitor
8495-LJDFO,6972.8,Very High Value,Low Risk,VIP Customer
3186-AJIEK,6972.900000000001,Very High Value,Low Risk,VIP Customer
4129-LYCOI,6968.0,Very High Value,Low Risk,VIP Customer
4248-QPAVC,1450.9499999999998,Medium Value,Medium Risk,Monitor
8261-GWDBQ,6963.0,Very High Value,Low Risk,VIP Customer
