customer_id,churn_probability,churn_risk,ltv,customer_segment,retention_priority_score,retention_priority
5135-GRQJV,0.0,Low Risk,8244.0,VIP Customer,38.57,Medium
8975-SKGRX,0.0,Low Risk,8243.1,VIP Customer,38.56,Medium
2040-XBAVJ,0.0,Low Risk,8240.4,VIP Customer,38.55,Medium
2223-GDSHL,0.0,Low Risk,8239.55,VIP Customer,38.55,Medium
6128-AQBMT,0.47,Medium Risk,2211.9500000000003,Monitor,38.55,Medium
2587-EKXTS,0.26,Low Risk,4906.0,High Value Customer,38.55,Medium
0266-GMEAO,0.0,Low Risk,8229.6,VIP Customer,38.5,Medium
3892-NXAZG,0.0,Low Risk,8211.6,VIP Customer,38.42,Medium
2277-VWCNI,0.625,Medium Risk,195.0,Monitor,38.41,Medium
9127-FHJBZ,0.0,Low Risk,8208.0,VIP Customer,38.4,Medium
3063-QFSZL,0.635,Medium Risk,55.4,Monitor,38.36,Medium
0327-WFZSY,0.335,Low Risk,3900.0,High Value Customer,38.35,Medium
3258-SYSWS,0.0,Low Risk,8193.6,VIP Customer,38.33,Medium
2919-HBCJO,0.615,Medium Risk,306.6,Monitor,38.33,Medium
6445-TNRXS,0.03,Low Risk,7799.6,VIP Customer,38.29,Medium
5038-ETMLM,0.0,Low Risk,8182.8,VIP Customer,38.28,Medium
9239-GZHZE,0.0,Low Risk,8182.8,VIP Customer,38.28,Medium
0004-TLHLJ,0.615,Medium Risk,295.6,Monitor,38.28,Medium
3669-WHAFY,0.0,Low Risk,8175.650000000001,VIP Customer,38.25,Medium
8029-XYPWT,0.0,Low Risk,8168.55,VIP Customer,38.22,Medium
8670-ERCJH,0.0,Low Risk,8164.8,VIP Customer,38.2,Medium
7235-NXZCP,0.625,Medium Risk,149.7,Monitor,38.2,Medium
3795-CAWEX,0.0,Low Risk,8158.5,VIP Customer,38.17,Medium
0749-IRGQE,0.59,Medium Risk,588.9,Monitor,38.16,Medium
5129-JLPIS,0.43,Medium Risk,2637.5,Monitor,38.14,Medium
0023-XUOPT,0.54,Medium Risk,1223.3,Monitor,38.12,Medium
6712-OAWRH,0.45,Medium Risk,2372.5,Monitor,38.1,Medium
6859-QNXIQ,0.0,Low Risk,8143.2,VIP Customer,38.1,Medium
2001-EWBQU,0.145,Low Risk,6282.0,VIP Customer,38.09,Medium
2001-MCUUW,0.245,Low Risk,4997.900000000001,High Value Customer,38.08,Medium
5322-TEUJK,0.0,Low Risk,8136.599999999999,VIP Customer,38.07,Medium
9576-ANLXO,0.6183,Medium Risk,208.65,Monitor,38.07,Medium
4412-YLTKF,0.47,Medium Risk,2107.35,Monitor,38.06,Medium
9481-IEBZY,0.0,Low Risk,8128.8,VIP Customer,38.03,Medium
7471-MQPOS,0.23,Low Risk,5175.900000000001,High Value Customer,38.01,Medium
7663-CUXZB,0.11,Low Risk,6711.25,VIP Customer,38.0,Medium
6175-IRFIT,0.6025,Medium Risk,393.75,Monitor,37.99,Medium
0082-OQIQY,0.42,Medium Risk,2731.8,Monitor,37.98,Medium
8024-XNAFQ,0.03,Low Risk,7732.8,VIP Customer,37.98,Medium
5183-KLYEM,0.0,Low Risk,8118.0,VIP Customer,37.98,Medium
8778-LMWTJ,0.58,Medium Risk,673.65,Monitor,37.95,Medium
1074-AMIOH,0.185,Low Risk,5737.25,High Value Customer,37.94,Medium
1090-ESELR,0.04,Low Risk,7596.0,VIP Customer,37.94,Medium
3520-FJGCV,0.0,Low Risk,8107.2,VIP Customer,37.93,Medium
3726-TBHQT,0.0,Low Risk,8094.0,VIP Customer,37.87,Medium
4829-ZLJTK,0.0,Low Risk,8092.8,VIP Customer,37.86,Medium
7912-SYRQT,0.59,Medium Risk,525.6999999999999,Monitor,37.86,Medium
0730-KOAVE,0.41,Medium Risk,2829.0,Monitor,37.84,Medium
0201-OAMXR,0.0,Low Risk,8088.5,VIP Customer,37.84,Medium
7255-SSFBC,0.0,Low Risk,8082.0,VIP Customer,37.81,Medium
5271-YNWVR,0.03,Low Risk,7694.200000000001,VIP Customer,37.8,Medium
7218-HKQFK,0.615,Medium Risk,188.4,Monitor,37.78,Medium
8915-NNTRC,0.025,Low Risk,7754.400000000001,VIP Customer,37.78,Medium
0378-CJKPV,0.0,Low Risk,8071.2,VIP Customer,37.76,Medium
9258-CNWAC,0.0,Low Risk,8069.150000000001,VIP Customer,37.75,Medium
0958-YHXGP,0.5908,Medium Risk,489.30000000000007,Monitor,37.74,Medium
4983-CCWMC,0.6125,Medium Risk,208.8,Monitor,37.73,Medium
5989-AXPUC,0.0,Low Risk,8064.799999999999,VIP Customer,37.73,Medium
9944-AEXBM,0.415,Medium Risk,2740.8,Monitor,37.72,Medium
2193-SFWQW,0.0,Low Risk,8060.400000000001,VIP Customer,37.71,Medium
0619-OLYUR,0.0,Low Risk,8056.8,VIP Customer,37.69,Medium
1150-WFARN,0.06,Low Risk,7286.25,VIP Customer,37.69,Medium
8266-VBFQL,0.6,Medium Risk,361.6,Monitor,37.69,Medium
5445-PZWGX,0.135,Low Risk,6324.0,VIP Customer,37.69,Medium
0181-RITDD,0.105,Low Risk,6705.3,VIP Customer,37.67,Medium
9840-DVNDC,0.59,Medium Risk,483.0,Monitor,37.66,Medium
7176-WRTNX,0.0,Low Risk,8046.5,VIP Customer,37.64,Medium
0430-IHCDJ,0.57,Medium Risk,735.0,Monitor,37.64,Medium
5304-EFJLP,0.0,Low Risk,8038.8,VIP Customer,37.61,Medium
2469-DTSGX,0.0,Low Risk,8038.8,VIP Customer,37.61,Medium
8853-TZDGH,0.0,Low Risk,8035.2,VIP Customer,37.59,Medium
9475-NNDGC,0.0,Low Risk,8033.650000000001,VIP Customer,37.58,Medium
4393-GEADV,0.0,Low Risk,8032.5,VIP Customer,37.58,Medium
1043-UXOVO,0.0,Low Risk,8033.650000000001,VIP Customer,37.58,Medium
8059-UDZFY,0.355,Low Risk,3476.55,High Value Customer,37.56,Medium
6022-UGGSO,0.44,Medium Risk,2380.8,Monitor,37.54,Medium
0530-IJVDB,0.0,Low Risk,8022.0,VIP Customer,37.53,Medium
5357-TZHPP,0.565,Medium Risk,759.6,Monitor,37.45,Medium
7929-SKFGK,0.0,Low Risk,8001.0,VIP Customer,37.43,Medium
5696-CEIQJ,0.085,Low Risk,6911.05,VIP Customer,37.43,Medium
0019-EFAEP,0.055,Low Risk,7293.599999999999,VIP Customer,37.42,Medium
4686-UXDML,0.46,Medium Risk,2096.85,Monitor,37.41,Medium
1555-DJEQW,0.0,Low Risk,7994.0,VIP Customer,37.4,Medium
6284-KMNUF,0.195,Low Risk,5488.0,High Value Customer,37.37,Medium
7030-FZTFM,0.0,Low Risk,7984.8,VIP Customer,37.36,Medium
2499-AJYUA,0.0,Low Risk,7977.599999999999,VIP Customer,37.32,Medium
0322-CHQRU,0.615,Medium Risk,90.7,Monitor,37.32,Medium
4282-MSACW,0.0,Low Risk,7969.6,VIP Customer,37.28,Medium
8823-RLPWL,0.0,Low Risk,7966.8,VIP Customer,37.27,Medium
9940-RHLFB,0.615,Medium Risk,75.3,Monitor,37.25,Medium
1291-CUOCY,0.0,Low Risk,7963.2,VIP Customer,37.25,Medium
4806-DXQCE,0.0,Low Risk,7955.5,VIP Customer,37.22,Medium
8309-PPCED,0.0,Low Risk,7952.400000000001,VIP Customer,37.2,Medium
7602-MVRMB,0.0,Low Risk,7952.400000000001,VIP Customer,37.2,Medium
6769-DYBQN,0.315,Low Risk,3910.0,High Value Customer,37.19,Medium
3831-YCPUO,0.005,Low Risk,7884.0,VIP Customer,37.18,Medium
3580-HYCSP,0.0,Low Risk,7941.599999999999,VIP Customer,37.15,Medium
0868-VJRDR,0.1,Low Risk,6659.2,VIP Customer,37.15,Medium
3313-QKNKB,0.225,Low Risk,5047.45,High Value Customer,37.11,Medium
8199-ZLLSA,0.0,Low Risk,7929.45,VIP Customer,37.1,Medium
7566-DSRLQ,0.0,Low Risk,7930.8,VIP Customer,37.1,Medium
3244-CQPHU,0.0,Low Risk,7927.2,VIP Customer,37.09,Medium
1452-KIOVK,0.465,Medium Risk,1960.2,Monitor,37.07,Medium
7928-VJYAB,0.54,Medium Risk,996.6,Monitor,37.06,Medium
1841-YSJGV,0.0,Low Risk,7916.400000000001,VIP Customer,37.04,Medium
0254-FNMCI,0.0,Low Risk,7912.8,VIP Customer,37.02,Medium
3870-SPZSI,0.0,Low Risk,7913.5,VIP Customer,37.02,Medium
0907-HQNTS,0.0,Low Risk,7910.0,VIP Customer,37.01,Medium
7881-EVUAD,0.61,Medium Risk,85.2,Monitor,37.0,Medium
1162-ECVII,0.0,Low Risk,7902.0,VIP Customer,36.97,Medium
3508-CFVZL,0.0,Low Risk,7902.3,VIP Customer,36.97,Medium
4670-TABXH,0.0,Low Risk,7902.0,VIP Customer,36.97,Medium
3540-RZJYU,0.515,Medium Risk,1293.0,Monitor,36.95,Medium
4909-JOUPP,0.0,Low Risk,7898.400000000001,VIP Customer,36.95,Medium
9680-NIAUV,0.0,Low Risk,7898.400000000001,VIP Customer,36.95,Medium
0835-JKADZ,0.0,Low Risk,7898.75,VIP Customer,36.95,Medium
6295-OSINB,0.0,Low Risk,7894.8,VIP Customer,36.93,Medium
5375-XLDOF,0.0,Low Risk,7890.15,VIP Customer,36.91,Medium
3518-FSTWG,0.0,Low Risk,7887.599999999999,VIP Customer,36.9,Medium
9802-CAQUT,0.0,Low Risk,7887.599999999999,VIP Customer,36.9,Medium
9167-APMXZ,0.47,Medium Risk,1851.3,Monitor,36.86,Medium
7375-WMVMT,0.085,Low Risk,6780.5,VIP Customer,36.82,Medium
3886-CERTZ,0.0,Low Risk,7866.0,VIP Customer,36.8,Medium
1545-JFUML,0.065,Low Risk,7029.0,VIP Customer,36.78,Medium
6614-FHDBO,0.0,Low Risk,7862.400000000001,VIP Customer,36.78,Medium
8901-UPRHR,0.0,Low Risk,7862.400000000001,VIP Customer,36.78,Medium
2266-SJNAT,0.0,Low Risk,7858.8,VIP Customer,36.77,Medium
5027-YOCXN,0.175,Low Risk,5612.55,High Value Customer,36.76,Medium
9112-WSNPU,0.42,Medium Risk,2469.25,Monitor,36.75,Medium
9465-RWMXL,0.415,Medium Risk,2524.8,Monitor,36.71,Medium
5172-RKOCB,0.0,Low Risk,7844.400000000001,VIP Customer,36.7,Medium
7055-JCGNI,0.0,Low Risk,7836.5,VIP Customer,36.66,Medium
6910-HADCM,0.605,Medium Risk,76.35,Monitor,36.66,Medium
2748-MYRVK,0.12,Low Risk,6293.700000000001,VIP Customer,36.64,Medium
8714-EUHJO,0.39,Low Risk,2825.65,Low Priority,36.62,Medium
7587-RZNME,0.6,Medium Risk,129.89999999999998,Monitor,36.61,Medium
8132-YPVBX,0.57,Medium Risk,515.7,Monitor,36.61,Medium
1053-MXTTK,0.0,Low Risk,7822.8,VIP Customer,36.6,Medium
3655-SNQYZ,0.0,Low Risk,7814.25,VIP Customer,36.56,Medium
5168-MQQCA,0.0,Low Risk,7812.0,VIP Customer,36.55,Medium
2419-FSORS,0.0,Low Risk,7804.8,VIP Customer,36.51,Medium
1320-GVNHT,0.0,Low Risk,7804.8,VIP Customer,36.51,Medium
4378-MYPGO,0.05,Low Risk,7157.0,VIP Customer,36.48,Medium
9031-ZVQPT,0.0,Low Risk,7790.400000000001,VIP Customer,36.45,Medium
0013-SMEOE,0.0,Low Risk,7788.7,VIP Customer,36.44,Medium
9053-JZFKV,0.0,Low Risk,7785.400000000001,VIP Customer,36.42,Medium
5760-FXFVO,0.57,Medium Risk,473.7000000000001,Monitor,36.42,Medium
7134-HBPBS,0.0,Low Risk,7783.2,VIP Customer,36.41,Medium
5945-AZYHT,0.0,Low Risk,7781.599999999999,VIP Customer,36.41,Medium
9861-PDSZP,0.0,Low Risk,7779.599999999999,VIP Customer,36.4,Medium
8071-SBTRN,0.0,Low Risk,7780.5,VIP Customer,36.4,Medium
7124-UGSUR,0.11,Low Risk,6368.400000000001,VIP Customer,36.39,Medium
7923-IYJWY,0.0,Low Risk,7778.7,VIP Customer,36.39,Medium
9741-YLNTD,0.565,Medium Risk,527.7,Monitor,36.37,Medium
9586-JGQKH,0.08,Low Risk,6745.6,VIP Customer,36.36,Medium
6993-YGFJV,0.0,Low Risk,7765.95,VIP Customer,36.33,Medium
2599-CIPQE,0.0,Low Risk,7760.3,VIP Customer,36.31,Medium
6308-CQRBU,0.0,Low Risk,7756.75,VIP Customer,36.29,Medium
8621-MNIHH,0.355,Low Risk,3204.5,High Value Customer,36.29,Medium
8378-LKJAF,0.305,Low Risk,3843.7,High Value Customer,36.28,Medium
2754-XBHTB,0.55,Medium Risk,698.85,Monitor,36.27,Medium
9107-UKCKY,0.225,Low Risk,4867.8,High Value Customer,36.27,Medium
3312-ZWLGF,0.425,Medium Risk,2299.7,Monitor,36.26,Medium
4184-VODJZ,0.155,Low Risk,5755.049999999999,High Value Customer,36.22,Medium
5954-BDFSG,0.0,Low Risk,7740.0,VIP Customer,36.21,Medium
3407-JMJQQ,0.0,Low Risk,7739.0,VIP Customer,36.21,Medium
4056-QHXHZ,0.0,Low Risk,7736.400000000001,VIP Customer,36.19,Medium
8265-HKSOW,0.0,Low Risk,7736.400000000001,VIP Customer,36.19,Medium
1470-PSXNM,0.245,Low Risk,4588.85,High Value Customer,36.17,Medium
0410-IPFTY,0.4,Medium Risk,2599.35,Monitor,36.16,Medium
2325-NBPZG,0.585,Medium Risk,223.65,Monitor,36.15,Medium
7957-RYHQD,0.355,Low Risk,3168.0,High Value Customer,36.12,Medium
2057-ZBLPD,0.46,Medium Risk,1816.5,Monitor,36.1,Medium
8707-HOEDG,0.0,Low Risk,7714.0,VIP Customer,36.09,Medium
7317-GGVPB,0.0,Low Risk,7710.599999999999,VIP Customer,36.07,Medium
9420-LOJKX,0.485,Medium Risk,1486.5,Monitor,36.05,Medium
2972-YDYUW,0.18,Low Risk,5397.900000000001,High Value Customer,36.05,Medium
3966-HRMZA,0.5832999999999999,Medium Risk,225.15,Monitor,36.05,Medium
3717-OEAUQ,0.5896,Medium Risk,141.4,Monitor,36.04,Medium
9283-LZQOH,0.525,Medium Risk,967.2,Monitor,36.02,Medium
3786-WOVKF,0.0,Low Risk,7693.2,VIP Customer,35.99,Medium
8809-XKHMD,0.035,Low Risk,7239.599999999999,VIP Customer,35.97,Medium
6198-PNNSZ,0.12,Low Risk,6148.8,VIP Customer,35.97,Medium
4029-HPFVY,0.5825,Medium Risk,210.9,Monitor,35.94,Medium
8849-GYOKR,0.15,Low Risk,5753.7,High Value Customer,35.92,Medium
9330-VOFSZ,0.08,Low Risk,6648.0,VIP Customer,35.9,Medium
3207-OYBWH,0.175,Low Risk,5429.25,High Value Customer,35.9,Medium
2834-JRTUA,0.0,Low Risk,7671.55,VIP Customer,35.89,Medium
4868-AADLV,0.0,Low Risk,7672.5,VIP Customer,35.89,Medium
1984-FCOWB,0.0,Low Risk,7665.0,VIP Customer,35.86,Medium
7879-CGSFV,0.165,Low Risk,5549.5,High Value Customer,35.86,Medium
0748-RDGGM,0.0,Low Risk,7665.0,VIP Customer,35.86,Medium
8107-RZLNV,0.0,Low Risk,7653.599999999999,VIP Customer,35.81,Medium
7159-NOKYQ,0.11,Low Risk,6241.05,VIP Customer,35.8,Medium
0388-EOPEX,0.585,Medium Risk,148.8,Monitor,35.8,Medium
9405-GPBBG,0.045,Low Risk,7072.0,VIP Customer,35.79,Medium
4067-HLYQI,0.415,Medium Risk,2323.2000000000003,Monitor,35.77,Medium
0052-DCKON,0.0,Low Risk,7642.8,VIP Customer,35.76,Medium
3865-YIOTT,0.0,Low Risk,7639.2,VIP Customer,35.74,Medium
5668-MEISB,0.0,Low Risk,7639.2,VIP Customer,35.74,Medium
1452-UZOSF,0.0,Low Risk,7639.2,VIP Customer,35.74,Medium
2615-YVMYX,0.0,Low Risk,7632.5,VIP Customer,35.71,Medium
4476-OSWTN,0.0,Low Risk,7627.95,VIP Customer,35.69,Medium
0923-PNFUB,0.575,Medium Risk,251.25,Monitor,35.68,Medium
7733-UDMTP,0.35,Low Risk,3135.0,High Value Customer,35.67,Medium
7519-JTWQH,0.0,Low Risk,7624.5,VIP Customer,35.67,Medium
5469-CTCWN,0.09,Low Risk,6466.0,VIP Customer,35.65,Medium
6137-NICCO,0.55,Medium Risk,564.3,Monitor,35.64,Medium
8999-XXGNS,0.0,Low Risk,7614.0,VIP Customer,35.62,Medium
4818-QIUFN,0.47,Medium Risk,1583.0,Monitor,35.61,Medium
0853-TWRVK,0.0,Low Risk,7603.2,VIP Customer,35.57,Medium
4223-WOZCM,0.585,Medium Risk,99.9,Monitor,35.57,Medium
0401-WDBXM,0.0,Low Risk,7599.599999999999,VIP Customer,35.55,Medium
2632-IVXVF,0.0,Low Risk,7599.0,VIP Customer,35.55,Medium
3466-RITXD,0.405,Medium Risk,2402.4,Monitor,35.54,Medium
4389-UEFCZ,0.0,Low Risk,7596.0,VIP Customer,35.54,Medium
2988-QRAJY,0.0,Low Risk,7593.45,VIP Customer,35.52,Medium
8393-DLHGA,0.405,Medium Risk,2397.5,Monitor,35.52,Medium
0136-IFMYD,0.0,Low Risk,7586.55,VIP Customer,35.49,Medium
4119-ZYPZY,0.0,Low Risk,7582.8,VIP Customer,35.48,Medium
9558-IHEZX,0.0,Low Risk,7579.25,VIP Customer,35.46,Medium
9717-QEBGU,0.58,Medium Risk,140.6,Monitor,35.46,Medium
5965-GGPRW,0.0,Low Risk,7578.0,VIP Customer,35.45,Medium
9959-WOFKT,0.0,Low Risk,7575.7,VIP Customer,35.44,Medium
1679-JRFBR,0.0,Low Risk,7570.5,VIP Customer,35.42,Medium
6726-NNFWD,0.095,Low Risk,6350.95,VIP Customer,35.41,Medium
5985-BEHZK,0.0,Low Risk,7560.0,VIP Customer,35.37,Medium
0392-BZIUW,0.0,Low Risk,7560.0,VIP Customer,35.37,Medium
7203-OYKCT,0.0,Low Risk,7556.400000000001,VIP Customer,35.35,Medium
4947-DSMXK,0.33,Low Risk,3321.8,High Value Customer,35.34,Medium
4815-YOSUK,0.0,Low Risk,7552.8,VIP Customer,35.33,Medium
2664-XJZNO,0.0,Low Risk,7552.8,VIP Customer,35.33,Medium
2984-TBYKU,0.0,Low Risk,7552.8,VIP Customer,35.33,Medium
5286-YHCVC,0.0,Low Risk,7545.599999999999,VIP Customer,35.3,Medium
8819-ZBYNA,0.095,Low Risk,6327.799999999999,VIP Customer,35.3,Medium
5339-PXDVH,0.56,Medium Risk,362.6,Monitor,35.3,Medium
7354-OIJLX,0.535,Medium Risk,682.65,Monitor,35.29,Medium
9896-UYMIE,0.0,Low Risk,7543.8,VIP Customer,35.29,Medium
5795-KTGUD,0.0,Low Risk,7534.4,VIP Customer,35.25,Medium
2955-BJZHG,0.48,Medium Risk,1374.4499999999998,Monitor,35.23,Medium
8561-NMTBD,0.0,Low Risk,7527.45,VIP Customer,35.22,Medium
3259-FDWOY,0.0,Low Risk,7526.0,VIP Customer,35.21,Medium
1092-GANHU,0.485,Medium Risk,1303.0500000000002,Monitor,35.2,Medium
5376-PCKNB,0.0,Low Risk,7520.400000000001,VIP Customer,35.18,Medium
2172-EJXVF,0.0,Low Risk,7518.900000000001,VIP Customer,35.18,Medium
0308-GIQJT,0.0,Low Risk,7508.25,VIP Customer,35.13,Medium
5569-IDSEY,0.0,Low Risk,7504.7,VIP Customer,35.11,Medium
8213-TAZPM,0.0,Low Risk,7503.75,VIP Customer,35.11,Medium
6728-DKUCO,0.0,Low Risk,7498.8,VIP Customer,35.08,Medium
0917-EZOLA,0.0,Low Risk,7498.8,VIP Customer,35.08,Medium
0952-KMEEH,0.485,Medium Risk,1275.95,Monitor,35.07,Medium
3363-DTIVD,0.0,Low Risk,7494.05,VIP Customer,35.06,Medium
5153-LXKDT,0.0,Low Risk,7493.6,VIP Customer,35.06,Medium
0823-HSCDJ,0.385,Low Risk,2555.8,Low Priority,35.06,Medium
6834-NXDCA,0.56,Medium Risk,310.7,Monitor,35.05,Medium
7251-LJBQN,0.26,Low Risk,4150.0,High Value Customer,35.02,Medium
7663-YJHSN,0.0,Low Risk,7484.400000000001,VIP Customer,35.01,Medium
9958-MEKUC,0.0,Low Risk,7484.400000000001,VIP Customer,35.01,Medium
1131-SUEKT,0.115,Low Risk,6005.45,VIP Customer,35.0,Medium
1902-XBTFB,0.43,Medium Risk,1966.8,Monitor,35.0,Medium
5440-FLBQG,0.0,Low Risk,7479.6,VIP Customer,34.99,Medium
3192-NQECA,0.0,Low Risk,7480.0,VIP Customer,34.99,Medium
4043-MKDTV,0.0,Low Risk,7472.75,VIP Customer,34.96,Medium
4822-LPTYJ,0.0,Low Risk,7470.0,VIP Customer,34.95,Medium
5140-FOMCQ,0.08,Low Risk,6439.85,VIP Customer,34.93,Medium
7691-XVTZH,0.105,Low Risk,6116.6,VIP Customer,34.92,Medium
6749-UTDVX,0.0,Low Risk,7462.8,VIP Customer,34.91,Medium
5287-QWLKY,0.0,Low Risk,7462.099999999999,VIP Customer,34.91,Medium
0913-XWSCN,0.215,Low Risk,4702.5,High Value Customer,34.9,Medium
8914-RBTSB,0.355,Low Risk,2907.8,Low Priority,34.9,Medium
2773-OVBPK,0.0,Low Risk,7457.099999999999,VIP Customer,34.89,Medium
6050-IJRHS,0.0,Low Risk,7455.0,VIP Customer,34.88,Medium
3199-NPKCN,0.0,Low Risk,7453.75,VIP Customer,34.87,Medium
9777-IQHWP,0.115,Low Risk,5977.6,High Value Customer,34.87,Medium
3022-BEXHZ,0.0,Low Risk,7450.400000000001,VIP Customer,34.86,Medium
5301-GAUUY,0.38,Low Risk,2571.2,Low Priority,34.83,Medium
8809-RIHDD,0.0,Low Risk,7444.8,VIP Customer,34.83,Medium
3197-ARFOY,0.425,Medium Risk,1995.0,Monitor,34.83,Medium
0727-BNRLG,0.055,Low Risk,6737.85,VIP Customer,34.82,Medium
8849-AYPTR,0.345,Low Risk,3011.25,High Value Customer,34.79,Medium
9544-PYPSJ,0.115,Low Risk,5958.2,High Value Customer,34.77,Medium
6994-FGRHH,0.0,Low Risk,7430.5,VIP Customer,34.76,Medium
2234-XADUH,0.0,Low Risk,7430.400000000001,VIP Customer,34.76,Medium
7250-EQKIY,0.575,Medium Risk,50.45,Monitor,34.74,Medium
2478-EEWWM,0.375,Low Risk,2613.7,Low Priority,34.73,Medium
8565-HBFNN,0.0,Low Risk,7396.8,VIP Customer,34.6,Medium
6257-DTAYD,0.0,Low Risk,7394.650000000001,VIP Customer,34.59,Medium
2878-RMWXY,0.0,Low Risk,7390.8,VIP Customer,34.58,Medium
5678-VFNEQ,0.0,Low Risk,7391.099999999999,VIP Customer,34.58,Medium
4323-OHFOW,0.0,Low Risk,7388.5,VIP Customer,34.57,Medium
1475-VWVDO,0.535,Medium Risk,524.3000000000001,Monitor,34.55,Medium
1576-PFZIW,0.0,Low Risk,7374.5,VIP Customer,34.5,Medium
3627-FHKBK,0.5692,Medium Risk,75.3,Monitor,34.5,Medium
4250-ZBWLV,0.0,Low Risk,7374.6,VIP Customer,34.5,Medium
8869-LIHMK,0.0,Low Risk,7366.4,VIP Customer,34.46,Medium
0795-GMVQO,0.0,Low Risk,7363.3,VIP Customer,34.45,Medium
1229-RCALF,0.0,Low Risk,7360.0,VIP Customer,34.43,Medium
7426-WEIJX,0.195,Low Risk,4857.0,High Value Customer,34.42,Medium
5748-RNCJT,0.0,Low Risk,7348.5,VIP Customer,34.38,Medium
7718-UPSKJ,0.0,Low Risk,7341.6,VIP Customer,34.35,Medium
5161-UBZXI,0.0,Low Risk,7338.15,VIP Customer,34.33,Medium
9450-TRJUU,0.345,Low Risk,2910.25,Low Priority,34.32,Medium
0100-DUVFC,0.0,Low Risk,7336.0,VIP Customer,34.32,Medium
8849-PRIQJ,0.0,Low Risk,7329.8,VIP Customer,34.29,Medium
7821-DPRQE,0.0,Low Risk,7323.6,VIP Customer,34.26,Medium
7632-MNYOY,0.0,Low Risk,7319.400000000001,VIP Customer,34.24,Medium
9835-ZIITK,0.0,Low Risk,7316.099999999999,VIP Customer,34.23,Medium
2604-IJPDU,0.42,Medium Risk,1931.0,Monitor,34.23,Medium
3597-YASZG,0.0,Low Risk,7311.5,VIP Customer,34.21,Medium
7208-PSIHR,0.0,Low Risk,7301.0,VIP Customer,34.16,Medium
7971-HLVXI,0.095,Low Risk,6084.0,VIP Customer,34.16,Medium
4827-LTQRJ,0.0,Low Risk,7299.599999999999,VIP Customer,34.15,Medium
1335-HQMKX,0.0,Low Risk,7297.2,VIP Customer,34.14,Medium
5022-JNQEQ,0.515,Medium Risk,682.65,Monitor,34.09,Medium
1297-VQDRP,0.0,Low Risk,7286.200000000001,VIP Customer,34.09,Medium
1346-PJWTK,0.12,Low Risk,5743.150000000001,High Value Customer,34.07,Medium
5198-EFNBM,0.165,Low Risk,5167.05,High Value Customer,34.07,Medium
4853-RULSV,0.0,Low Risk,7280.0,VIP Customer,34.06,Medium
7503-QQRVF,0.475,Medium Risk,1188.8,Monitor,34.06,Medium
2533-QVMSK,0.12,Low Risk,5740.099999999999,High Value Customer,34.05,Medium
9779-DPNEJ,0.43,Medium Risk,1763.3000000000002,Monitor,34.05,Medium
6048-UWKAL,0.0,Low Risk,7272.6,VIP Customer,34.02,Medium
6050-FFXES,0.0,Low Risk,7269.15,VIP Customer,34.01,Medium
9848-JQJTX,0.0,Low Risk,7264.8,VIP Customer,33.99,Medium
0864-FVJNJ,0.0,Low Risk,7254.4,VIP Customer,33.94,Medium
4547-LYTDD,0.475,Medium Risk,1162.4,Monitor,33.94,Medium
1090-PYKCI,0.0,Low Risk,7251.9,VIP Customer,33.93,Medium
4154-AQUGT,0.475,Medium Risk,1157.65,Monitor,33.92,Medium
0058-EVZWM,0.18,Low Risk,4939.0,High Value Customer,33.91,Medium
5781-BKHOP,0.0,Low Risk,7246.8,VIP Customer,33.9,Medium
7181-OQCUT,0.395,Low Risk,2180.85,Low Priority,33.9,Medium
2187-PKZAY,0.49,Medium Risk,959.4,Monitor,33.89,Medium
6837-HAEVO,0.0,Low Risk,7245.0,VIP Customer,33.89,Medium
2995-UPRYS,0.255,Low Risk,3968.0,High Value Customer,33.86,Medium
5734-EJKXG,0.0,Low Risk,7234.599999999999,VIP Customer,33.85,Medium
1522-VVDMG,0.515,Medium Risk,628.25,Monitor,33.84,Medium
5133-POWUA,0.56,Medium Risk,45.8,Monitor,33.81,Medium
0876-WDUUZ,0.53,Medium Risk,427.0,Monitor,33.8,Medium
8634-CILSZ,0.0,Low Risk,7224.3,VIP Customer,33.8,Medium
6067-NGCEU,0.0,Low Risk,7218.25,VIP Customer,33.77,Medium
3442-ZHHCC,0.155,Low Risk,5229.200000000001,High Value Customer,33.76,Medium
3617-XLSGQ,0.0,Low Risk,7210.5,VIP Customer,33.73,Medium
9286-DOJGF,0.34,Low Risk,2848.1,Low Priority,33.72,Medium
4075-JFPGR,0.19,Low Risk,4768.5,High Value Customer,33.71,Medium
4550-VBOFE,0.0,Low Risk,7206.5,VIP Customer,33.71,Medium
4616-ULAOA,0.0,Low Risk,7202.0,VIP Customer,33.69,Medium
9480-BQJEI,0.115,Low Risk,5722.599999999999,High Value Customer,33.67,Medium
6234-RAAPL,0.0,Low Risk,7192.8,VIP Customer,33.65,Medium
2056-EVGZL,0.0,Low Risk,7191.0,VIP Customer,33.64,Medium
6305-YLBMM,0.0,Low Risk,7179.45,VIP Customer,33.59,Medium
3658-KIBGF,0.555,Medium Risk,54.9,Monitor,33.56,Medium
5502-RLUYV,0.0,Low Risk,7172.55,VIP Customer,33.56,Medium
5481-NTDOH,0.0,Low Risk,7172.349999999999,VIP Customer,33.55,Medium
0959-WHOKV,0.235,Low Risk,4158.0,High Value Customer,33.55,Medium
3096-WPXBT,0.08,Low Risk,6142.7,VIP Customer,33.54,Medium
