customer_id,tenure,monthly_charges,total_charges,contract,internet_service,churn,monthly_revenue,estimated_lifespan,ltv,revenue_per_month,ltv_segment,predicted_churn,churn_probability,churn_risk,customer_segment
8017-UVSZU,40,56.6,2379.1,Month-to-month,DSL,No,56.6,40,2264.0,59.4775,Medium Value,,0.0,Low Risk,Low Priority
7100-FQPRV,43,71.9,3173.35,One year,DSL,No,71.9,43,3091.7000000000003,73.79883720930232,High Value,,0.0,Low Risk,High Value Customer
2472-OVKUP,6,91.0,531.0,Month-to-month,Fiber optic,Yes,91.0,6,546.0,88.5,Low Value,,0.0,Low Risk,Low Priority
2984-RGEYA,69,19.75,1375.4,Two year,No,No,19.75,69,1362.75,19.933333333333334,Medium Value,No,0.0,Low Risk,Low Priority
9680-NIAUV,72,109.7,8129.3,Two year,Fiber optic,No,109.7,72,7898.400000000001,112.90694444444443,Very High Value,,0.0,Low Risk,VIP Customer
2146-EGVDT,59,19.3,1192.7,Two year,No,No,19.3,59,1138.7,20.215254237288136,Medium Value,,0.0,Low Risk,Low Priority
2604-IJPDU,20,96.55,1901.65,Month-to-month,Fiber optic,No,96.55,20,1931.0,95.0825,Medium Value,No,0.42,Medium Risk,Monitor
9178-JHUVJ,24,24.1,587.4,Two year,No,No,24.1,24,578.4000000000001,24.475,Low Value,,0.0,Low Risk,Low Priority
6168-YBYNP,59,111.35,6519.75,Month-to-month,Fiber optic,No,111.35,59,6569.65,110.5042372881356,Very High Value,,0.0,Low Risk,VIP Customer
7255-SSFBC,72,112.25,8041.65,Two year,Fiber optic,No,112.25,72,8082.0,111.68958333333332,Very High Value,,0.0,Low Risk,VIP Customer
3645-DEYGF,1,20.75,20.75,Month-to-month,No,No,20.75,1,20.75,20.75,Low Value,,0.0,Low Risk,Low Priority
9323-HGFWY,27,101.9,2681.15,One year,Fiber optic,No,101.9,27,2751.3,99.30185185185184,Medium Value,,0.0,Low Risk,Low Priority
8544-GOQSH,14,80.05,1112.3,Month-to-month,Fiber optic,No,80.05,14,1120.7,79.45,Medium Value,,0.0,Low Risk,Low Priority
3363-DTIVD,71,105.55,7405.5,Two year,Fiber optic,No,105.55,71,7494.05,104.30281690140843,Very High Value,,0.0,Low Risk,VIP Customer
7018-WBJNK,13,78.3,1033.95,Month-to-month,Fiber optic,No,78.3,13,1017.9,79.53461538461539,Medium Value,No,0.455,Medium Risk,Monitor
9142-KZXOP,44,68.85,2958.95,Month-to-month,Fiber optic,No,68.85,44,3029.4,67.24886363636364,High Value,,0.0,Low Risk,High Value Customer
7674-YTAFD,33,79.95,2684.85,One year,Fiber optic,No,79.95,33,2638.35,81.35909090909091,Medium Value,,0.0,Low Risk,Low Priority
6348-SNFUS,72,55.45,4179.2,Two year,DSL,No,55.45,72,3992.4,58.04444444444445,High Value,,0.0,Low Risk,High Value Customer
1285-OKIPP,1,79.9,79.9,Month-to-month,Fiber optic,Yes,79.9,1,79.9,79.9,Low Value,,0.0,Low Risk,Low Priority
7825-ECJRF,19,106.6,1934.45,Month-to-month,Fiber optic,Yes,106.6,19,2025.4,101.81315789473685,Medium Value,,0.0,Low Risk,Low Priority
1347-KTTTA,64,102.45,6654.1,One year,Fiber optic,No,102.45,64,6556.8,103.9703125,Very High Value,,0.0,Low Risk,VIP Customer
7841-TZDMQ,2,46.0,84.5,Month-to-month,DSL,Yes,46.0,2,92.0,42.25,Low Value,,0.0,Low Risk,Low Priority
4195-NZGTA,1,25.25,25.25,Month-to-month,DSL,No,25.25,1,25.25,25.25,Low Value,,0.0,Low Risk,Low Priority
7157-SMCFK,61,19.75,1124.2,Two year,No,No,19.75,61,1204.75,18.42950819672131,Medium Value,No,0.08,Low Risk,Low Priority
4709-LKHYG,29,20.0,540.05,One year,No,No,20.0,29,580.0,18.622413793103448,Low Value,No,0.015,Low Risk,Low Priority
2504-DSHIH,23,86.8,1975.85,Month-to-month,Fiber optic,No,86.8,23,1996.4,85.90652173913043,Medium Value,,0.0,Low Risk,Low Priority
0699-NDKJM,57,58.75,3437.45,Month-to-month,DSL,No,58.75,57,3348.75,60.30614035087719,High Value,,0.0,Low Risk,High Value Customer
9286-BHDQG,72,45.25,3139.8,Two year,DSL,No,45.25,72,3258.0,43.60833333333333,High Value,No,0.015,Low Risk,High Value Customer
0230-WEQUW,66,56.6,3789.2,Two year,DSL,No,56.6,66,3735.6,57.41212121212121,High Value,,0.0,Low Risk,High Value Customer
2040-LDIWQ,65,84.2,5324.5,Two year,DSL,No,84.2,65,5473.0,81.91538461538461,High Value,,0.0,Low Risk,High Value Customer
6496-JDSSB,8,80.0,624.6,Month-to-month,Fiber optic,No,80.0,8,640.0,78.075,Low Value,,0.0,Low Risk,Low Priority
9408-SSNVZ,4,70.15,268.35,Month-to-month,Fiber optic,Yes,70.15,4,280.6,67.0875,Low Value,,0.0,Low Risk,Low Priority
4443-EMBNA,71,24.75,1836.9,Two year,No,No,24.75,71,1757.25,25.87183098591549,Medium Value,,0.0,Low Risk,Low Priority
6469-MRVET,1,20.2,20.2,One year,No,No,20.2,1,20.2,20.2,Low Value,,0.0,Low Risk,Low Priority
0742-MOABM,4,50.05,179.35,Month-to-month,DSL,Yes,50.05,4,200.2,44.8375,Low Value,No,0.195,Low Risk,Low Priority
5961-VUSRV,12,19.35,219.35,One year,No,No,19.35,12,232.2,18.279166666666665,Low Value,,0.0,Low Risk,Low Priority
6778-JFCMK,24,50.6,1288.75,One year,DSL,No,50.6,24,1214.4,53.69791666666666,Medium Value,,0.0,Low Risk,Low Priority
6341-JVQGF,31,81.15,2545.75,One year,DSL,No,81.15,31,2515.65,82.12096774193549,Medium Value,,0.0,Low Risk,Low Priority
2232-DMLXU,1,55.2,55.2,Month-to-month,DSL,Yes,55.2,1,55.2,55.2,Low Value,,0.0,Low Risk,Low Priority
4811-JBUVU,30,89.9,2723.15,Month-to-month,Fiber optic,No,89.9,30,2697.0,90.77166666666668,Medium Value,,0.0,Low Risk,Low Priority
0945-TSONX,47,85.3,4107.25,Two year,DSL,No,85.3,47,4009.1,87.38829787234043,High Value,,0.0,Low Risk,High Value Customer
2651-ZCBXV,54,108.0,5760.65,Two year,Fiber optic,No,108.0,54,5832.0,106.6787037037037,High Value,,0.0,Low Risk,High Value Customer
3316-UWXUY,50,93.5,4747.5,Month-to-month,Fiber optic,No,93.5,50,4675.0,94.95,High Value,,0.0,Low Risk,High Value Customer
8937-RDTHP,1,84.6,84.6,Month-to-month,Fiber optic,Yes,84.6,1,84.6,84.6,Low Value,,0.0,Low Risk,Low Priority
7083-MIOPC,72,20.25,1566.9,Two year,No,No,20.25,72,1458.0,21.762500000000003,Medium Value,,0.0,Low Risk,Low Priority
1984-GPTEH,29,25.15,702.0,Month-to-month,No,No,25.15,29,729.3499999999999,24.20689655172414,Low Value,,0.0,Low Risk,Low Priority
1251-KRREG,2,54.4,114.1,Month-to-month,DSL,Yes,54.4,2,108.8,57.05,Low Value,,0.0,Low Risk,Low Priority
0621-JFHOL,10,29.6,299.05,Two year,DSL,No,29.6,10,296.0,29.905,Low Value,,0.0,Low Risk,Low Priority
9903-LYSAB,18,73.15,1305.95,Month-to-month,Fiber optic,No,73.15,18,1316.7,72.55277777777778,Medium Value,,0.0,Low Risk,Low Priority
0094-OIFMO,11,95.0,1120.3,Month-to-month,Fiber optic,Yes,95.0,11,1045.0,101.84545454545454,Medium Value,,0.0,Low Risk,Low Priority
9227-UAQFT,16,19.75,284.35,Two year,No,No,19.75,16,316.0,17.771875,Low Value,,0.0,Low Risk,Low Priority
2386-LAHRK,1,53.5,53.5,Month-to-month,DSL,Yes,53.5,1,53.5,53.5,Low Value,No,0.49,Medium Risk,Monitor
7301-ABVAD,72,86.6,6350.5,Two year,DSL,No,86.6,72,6235.2,88.20138888888889,Very High Value,,0.0,Low Risk,VIP Customer
6614-FHDBO,72,109.2,7878.3,Two year,Fiber optic,No,109.2,72,7862.400000000001,109.42083333333332,Very High Value,,0.0,Low Risk,VIP Customer
7576-ASEJU,41,74.7,3187.65,One year,DSL,No,74.7,41,3062.7000000000003,77.74756097560976,High Value,,0.0,Low Risk,High Value Customer
9058-HRZSV,65,94.4,6126.15,Month-to-month,Fiber optic,No,94.4,65,6136.0,94.24846153846153,Very High Value,,0.0,Low Risk,VIP Customer
4522-AKYLR,13,54.8,731.3,Month-to-month,DSL,No,54.8,13,712.4,56.25384615384615,Low Value,,0.0,Low Risk,Low Priority
0221-WMXNQ,4,75.35,273.4,Month-to-month,Fiber optic,No,75.35,4,301.4,68.35,Low Value,,0.0,Low Risk,Low Priority
0303-UNCIP,41,65.0,2531.8,One year,DSL,No,65.0,41,2665.0,61.75121951219513,Medium Value,,0.0,Low Risk,Low Priority
9947-OTFQU,15,74.4,1074.3,Month-to-month,Fiber optic,Yes,74.4,15,1116.0,71.61999999999999,Medium Value,,0.0,Low Risk,Low Priority
0322-YINQP,1,48.55,48.55,Month-to-month,DSL,Yes,48.55,1,48.55,48.55,Low Value,,0.0,Low Risk,Low Priority
0959-WHOKV,42,99.0,4298.45,One year,Fiber optic,No,99.0,42,4158.0,102.3440476190476,High Value,No,0.235,Low Risk,High Value Customer
4075-JFPGR,51,93.5,4619.55,One year,Fiber optic,No,93.5,51,4768.5,90.57941176470588,High Value,No,0.19,Low Risk,High Value Customer
4629-NRXKX,2,70.4,147.15,Month-to-month,Fiber optic,Yes,70.4,2,140.8,73.575,Low Value,,0.0,Low Risk,Low Priority
9514-JDSKI,1,40.2,40.2,Month-to-month,DSL,Yes,40.2,1,40.2,40.2,Low Value,,0.0,Low Risk,Low Priority
3282-ZISZV,32,83.7,2633.3,One year,DSL,No,83.7,32,2678.4,82.290625,Medium Value,,0.0,Low Risk,Low Priority
3675-YDUPJ,10,19.85,193.05,Month-to-month,No,No,19.85,10,198.5,19.305,Low Value,,0.0,Low Risk,Low Priority
4111-BNXIF,67,59.55,4103.9,Two year,DSL,No,59.55,67,3989.85,61.252238805970144,High Value,,0.0,Low Risk,High Value Customer
7017-VFHAY,61,115.1,7008.15,Two year,Fiber optic,No,115.1,61,7021.099999999999,114.88770491803278,Very High Value,,0.0,Low Risk,VIP Customer
6655-LHBYW,50,114.35,5791.1,One year,Fiber optic,No,114.35,50,5717.5,115.822,High Value,,0.0,Low Risk,High Value Customer
4959-JOSRX,2,44.6,80.55,Month-to-month,DSL,Yes,44.6,2,89.2,40.275,Low Value,,0.0,Low Risk,Low Priority
5046-NUHWD,29,45.0,1228.65,Month-to-month,DSL,No,45.0,29,1305.0,42.36724137931035,Medium Value,,0.0,Low Risk,Low Priority
7273-TEFQD,3,41.15,132.2,Month-to-month,DSL,Yes,41.15,3,123.45,44.06666666666666,Low Value,Yes,0.795,High Risk,Churn Risk
3606-TWKGI,13,106.9,1364.3,Month-to-month,Fiber optic,Yes,106.9,13,1389.7,104.94615384615383,Medium Value,,0.0,Low Risk,Low Priority
7529-ZDFXI,57,89.85,4925.35,Month-to-month,Fiber optic,No,89.85,57,5121.45,86.40964912280702,High Value,No,0.265,Low Risk,High Value Customer
7605-BDWDC,31,49.85,1520.1,Two year,DSL,No,49.85,31,1545.35,49.03548387096774,Medium Value,,0.0,Low Risk,Low Priority
1950-KSVVJ,45,113.3,5032.25,One year,Fiber optic,No,113.3,45,5098.5,111.82777777777778,High Value,,0.0,Low Risk,High Value Customer
0123-CRBRT,61,88.1,5526.75,Two year,DSL,No,88.1,61,5374.099999999999,90.60245901639344,High Value,No,0.0,Low Risk,High Value Customer
6292-TOSSS,50,24.9,1195.25,Two year,No,No,24.9,50,1245.0,23.905,Medium Value,No,0.02,Low Risk,Low Priority
3197-ARFOY,19,105.0,2007.25,Month-to-month,Fiber optic,No,105.0,19,1995.0,105.64473684210526,Medium Value,No,0.425,Medium Risk,Monitor
6323-AYBRX,59,19.35,1099.6,Two year,No,Yes,19.35,59,1141.65,18.63728813559322,Medium Value,,0.0,Low Risk,Low Priority
7014-ZZXAW,71,24.25,1732.95,Two year,No,No,24.25,71,1721.75,24.40774647887324,Medium Value,,0.0,Low Risk,Low Priority
4385-GZQXV,16,94.45,1511.2,Month-to-month,Fiber optic,Yes,94.45,16,1511.2,94.45,Medium Value,,0.0,Low Risk,Low Priority
7633-MVPUY,57,59.75,3450.15,Two year,DSL,No,59.75,57,3405.75,60.52894736842106,High Value,,0.0,Low Risk,High Value Customer
6366-ZGQGL,1,24.8,24.8,Month-to-month,DSL,Yes,24.8,1,24.8,24.8,Low Value,,0.0,Low Risk,Low Priority
4716-HHKQH,20,107.05,2172.05,Month-to-month,Fiber optic,No,107.05,20,2141.0,108.6025,Medium Value,,0.0,Low Risk,Low Priority
5940-AHUHD,1,70.6,70.6,Month-to-month,Fiber optic,Yes,70.6,1,70.6,70.6,Low Value,,0.0,Low Risk,Low Priority
6432-TWQLB,5,85.4,401.1,Month-to-month,Fiber optic,Yes,85.4,5,427.0,80.22,Low Value,,0.0,Low Risk,Low Priority
4484-GLZOU,52,105.05,5624.85,Month-to-month,Fiber optic,Yes,105.05,52,5462.599999999999,108.17019230769232,High Value,,0.0,Low Risk,High Value Customer
3179-GBRWV,21,64.95,1339.8,Month-to-month,DSL,No,64.95,21,1363.95,63.8,Medium Value,No,0.205,Low Risk,Low Priority
8645-KWHJO,14,55.0,771.95,Month-to-month,DSL,No,55.0,14,770.0,55.13928571428572,Low Value,,0.0,Low Risk,Low Priority
4130-MZLCC,5,50.55,244.75,Month-to-month,DSL,No,50.55,5,252.75,48.95,Low Value,,0.0,Low Risk,Low Priority
0314-TKOSI,6,55.15,322.9,Month-to-month,DSL,No,55.15,6,330.9,53.81666666666666,Low Value,,0.0,Low Risk,Low Priority
8229-MYEJZ,10,51.2,498.25,Month-to-month,DSL,No,51.2,10,512.0,49.825,Low Value,,0.0,Low Risk,Low Priority
8626-PTQGE,69,60.05,4176.7,Two year,DSL,No,60.05,69,4143.45,60.53188405797101,High Value,No,0.04,Low Risk,High Value Customer
2080-SRCDE,1,25.4,25.4,Month-to-month,No,No,25.4,1,25.4,25.4,Low Value,,0.0,Low Risk,Low Priority
9577-WJVCQ,68,54.45,3687.75,Month-to-month,DSL,No,54.45,68,3702.6,54.231617647058826,High Value,,0.0,Low Risk,High Value Customer
9512-UIBFX,18,95.15,1779.95,Month-to-month,Fiber optic,Yes,95.15,18,1712.7,98.88611111111112,Medium Value,No,0.405,Medium Risk,Monitor
6202-DYYFX,22,76.0,1783.6,One year,Fiber optic,No,76.0,22,1672.0,81.07272727272726,Medium Value,,0.0,Low Risk,Low Priority
3808-HFKDE,20,44.35,927.15,Month-to-month,DSL,No,44.35,20,887.0,46.3575,Low Value,,0.0,Low Risk,Low Priority
5583-SXDAG,1,70.0,70.0,Month-to-month,Fiber optic,Yes,70.0,1,70.0,70.0,Low Value,,0.0,Low Risk,Low Priority
3488-PGMQJ,8,74.5,606.55,Month-to-month,Fiber optic,Yes,74.5,8,596.0,75.81875,Low Value,,0.0,Low Risk,Low Priority
3580-REOAC,10,44.85,435.4,Month-to-month,DSL,Yes,44.85,10,448.5,43.54,Low Value,,0.0,Low Risk,Low Priority
7534-BFESC,24,76.1,1712.7,Month-to-month,Fiber optic,Yes,76.1,24,1826.4,71.3625,Medium Value,Yes,0.54,Medium Risk,Monitor
3727-OWVYD,35,61.2,2021.2,One year,DSL,No,61.2,35,2142.0,57.74857142857143,Medium Value,,0.0,Low Risk,Low Priority
2294-SALNE,23,86.8,1940.8,One year,Fiber optic,No,86.8,23,1996.4,84.38260869565217,Medium Value,,0.0,Low Risk,Low Priority
4847-TAJYI,6,89.35,567.8,Month-to-month,Fiber optic,No,89.35,6,536.0999999999999,94.63333333333333,Low Value,,0.0,Low Risk,Low Priority
1563-IWQEX,12,19.7,220.35,Month-to-month,No,No,19.7,12,236.4,18.3625,Low Value,,0.0,Low Risk,Low Priority
8203-XJZRC,1,20.25,20.25,Month-to-month,No,No,20.25,1,20.25,20.25,Low Value,,0.0,Low Risk,Low Priority
6556-DBKZF,71,76.05,5436.45,Two year,Fiber optic,No,76.05,71,5399.55,76.56971830985916,High Value,,0.0,Low Risk,High Value Customer
6851-WEFYX,35,100.8,3437.5,Month-to-month,Fiber optic,No,100.8,35,3528.0,98.21428571428572,High Value,,0.0,Low Risk,High Value Customer
2985-JUUBZ,40,74.55,3015.75,Month-to-month,DSL,No,74.55,40,2982.0,75.39375,Medium Value,,0.0,Low Risk,Low Priority
6390-DSAZX,1,73.6,73.6,Month-to-month,Fiber optic,Yes,73.6,1,73.6,73.6,Low Value,,0.0,Low Risk,Low Priority
0895-LMRSF,23,64.9,1509.8,One year,DSL,No,64.9,23,1492.7,65.64347826086956,Medium Value,No,0.17,Low Risk,Low Priority
8098-LLAZX,4,95.45,396.1,Month-to-month,Fiber optic,Yes,95.45,4,381.8,99.025,Low Value,,0.0,Low Risk,Low Priority
8266-VBFQL,4,90.4,356.65,Month-to-month,Fiber optic,No,90.4,4,361.6,89.1625,Low Value,Yes,0.6,Medium Risk,Monitor
8181-YHCMF,68,60.3,4109.0,Two year,DSL,No,60.3,68,4100.4,60.4264705882353,High Value,No,0.005,Low Risk,High Value Customer
2240-HSJQD,38,81.85,3141.7,Month-to-month,Fiber optic,No,81.85,38,3110.3,82.67631578947368,High Value,,0.0,Low Risk,High Value Customer
1248-DYXUB,52,24.8,1229.1,Two year,No,No,24.8,52,1289.6,23.63653846153846,Medium Value,,0.0,Low Risk,Low Priority
0265-EDXBD,32,74.9,2303.35,Month-to-month,Fiber optic,Yes,74.9,32,2396.8,71.9796875,Medium Value,,0.0,Low Risk,Low Priority
4115-BNPJY,29,75.55,2054.4,Two year,DSL,No,75.55,29,2190.95,70.84137931034483,Medium Value,,0.0,Low Risk,Low Priority
3167-SNQPL,38,101.15,3741.85,Month-to-month,Fiber optic,No,101.15,38,3843.7,98.46973684210526,High Value,,0.0,Low Risk,High Value Customer
4091-TVOCN,48,78.75,3682.45,One year,DSL,No,78.75,48,3780.0,76.71770833333333,High Value,,0.0,Low Risk,High Value Customer
1098-TDVUQ,1,19.25,19.25,Month-to-month,No,No,19.25,1,19.25,19.25,Low Value,,0.0,Low Risk,Low Priority
7277-OZCGZ,22,89.05,1886.25,Month-to-month,Fiber optic,No,89.05,22,1959.1,85.73863636363636,Medium Value,No,0.295,Low Risk,Low Priority
1557-EMYVT,43,115.05,4895.1,Two year,Fiber optic,No,115.05,43,4947.15,113.83953488372094,High Value,,0.0,Low Risk,High Value Customer
2799-ARNLO,5,69.35,341.6,Month-to-month,Fiber optic,No,69.35,5,346.75,68.32000000000001,Low Value,,0.0,Low Risk,Low Priority
7563-BIUPC,5,80.6,415.55,Month-to-month,Fiber optic,Yes,80.6,5,403.0,83.11,Low Value,,0.0,Low Risk,Low Priority
5027-YOCXN,51,110.05,5686.4,One year,Fiber optic,No,110.05,51,5612.55,111.49803921568626,High Value,No,0.175,Low Risk,High Value Customer
3973-SKMLN,71,19.9,1355.1,Two year,No,No,19.9,71,1412.9,19.085915492957746,Medium Value,,0.0,Low Risk,Low Priority
2321-OMBXY,38,80.3,3058.65,One year,DSL,Yes,80.3,38,3051.4,80.49078947368422,High Value,,0.0,Low Risk,High Value Customer
2840-XANRC,24,93.15,2231.05,Month-to-month,Fiber optic,Yes,93.15,24,2235.6000000000004,92.96041666666667,Medium Value,,0.0,Low Risk,Low Priority
6745-JEFZB,35,91.5,3236.35,Month-to-month,Fiber optic,No,91.5,35,3202.5,92.46714285714286,High Value,,0.0,Low Risk,High Value Customer
5020-ZSTTY,54,82.45,4350.1,One year,DSL,Yes,82.45,54,4452.3,80.55740740740741,High Value,,0.0,Low Risk,High Value Customer
9880-TDQAC,72,60.0,4264.0,Two year,DSL,No,60.0,72,4320.0,59.22222222222222,High Value,,0.0,Low Risk,High Value Customer
8705-WZCYL,1,44.8,44.8,Month-to-month,DSL,No,44.8,1,44.8,44.8,Low Value,,0.0,Low Risk,Low Priority
7102-JJVTX,9,48.6,422.3,One year,DSL,No,48.6,9,437.4,46.922222222222224,Low Value,,0.0,Low Risk,Low Priority
4983-CLMLV,52,102.7,5138.1,Month-to-month,Fiber optic,No,102.7,52,5340.400000000001,98.8096153846154,High Value,No,0.245,Low Risk,High Value Customer
5701-YVSVF,11,82.9,880.05,Month-to-month,Fiber optic,No,82.9,11,911.9,80.00454545454545,Low Value,,0.0,Low Risk,Low Priority
5804-LEPIM,2,70.35,139.05,Month-to-month,Fiber optic,Yes,70.35,2,140.7,69.525,Low Value,,0.0,Low Risk,Low Priority
5697-GOMBF,28,35.9,973.65,Month-to-month,DSL,No,35.9,28,1005.2,34.77321428571428,Medium Value,,0.0,Low Risk,Low Priority
2739-CACDQ,17,82.65,1470.05,Month-to-month,Fiber optic,No,82.65,17,1405.0500000000002,86.4735294117647,Medium Value,,0.0,Low Risk,Low Priority
9385-EHGDO,35,19.85,739.35,Two year,No,No,19.85,35,694.75,21.124285714285715,Low Value,,0.0,Low Risk,Low Priority
9498-FIMXL,8,19.2,161.95,One year,No,No,19.2,8,153.6,20.24375,Low Value,,0.0,Low Risk,Low Priority
2379-GYFLQ,46,94.9,4422.95,One year,Fiber optic,No,94.9,46,4365.400000000001,96.15108695652174,High Value,,0.0,Low Risk,High Value Customer
0122-OAHPZ,7,73.85,511.25,Month-to-month,Fiber optic,Yes,73.85,7,516.9499999999999,73.03571428571429,Low Value,,0.0,Low Risk,Low Priority
2868-SNELZ,2,80.6,155.8,Month-to-month,Fiber optic,Yes,80.6,2,161.2,77.9,Low Value,,0.0,Low Risk,Low Priority
4322-RCYMT,68,75.8,5293.95,One year,DSL,Yes,75.8,68,5154.4,77.85220588235293,High Value,,0.0,Low Risk,High Value Customer
6680-NENYN,43,104.6,4759.85,Two year,Fiber optic,Yes,104.6,43,4497.8,110.69418604651165,High Value,,0.0,Low Risk,High Value Customer
2088-IEBAU,68,88.15,6148.45,Two year,DSL,No,88.15,68,5994.200000000001,90.41838235294118,High Value,No,0.02,Low Risk,High Value Customer
7982-VCELR,36,94.8,3565.65,Month-to-month,Fiber optic,No,94.8,36,3412.8,99.04583333333332,High Value,,0.0,Low Risk,High Value Customer
1343-EHPYB,63,103.4,6603.0,Month-to-month,Fiber optic,Yes,103.4,63,6514.200000000001,104.8095238095238,Very High Value,,0.0,Low Risk,VIP Customer
6035-BXTTY,32,54.65,1830.1,Month-to-month,DSL,No,54.65,32,1748.8,57.190625,Medium Value,,0.0,Low Risk,Low Priority
6885-PKOAM,71,85.75,6223.8,Two year,DSL,No,85.75,71,6088.25,87.65915492957747,Very High Value,,0.0,Low Risk,VIP Customer
7520-HQWJU,66,67.45,4508.65,Month-to-month,DSL,No,67.45,66,4451.7,68.31287878787879,High Value,No,0.085,Low Risk,High Value Customer
9639-BUJXT,63,20.5,1328.15,One year,No,No,20.5,63,1291.5,21.081746031746032,Medium Value,,0.0,Low Risk,Low Priority
5924-SNGKP,41,20.25,865.0,One year,No,No,20.25,41,830.25,21.09756097560976,Low Value,No,0.01,Low Risk,Low Priority
0021-IKXGC,1,72.1,72.1,Month-to-month,Fiber optic,No,72.1,1,72.1,72.1,Low Value,,0.0,Low Risk,Low Priority
2034-GDRCN,2,90.4,168.2,Month-to-month,Fiber optic,Yes,90.4,2,180.8,84.1,Low Value,Yes,0.84,High Risk,Churn Risk
8966-SNIZF,70,19.45,1303.5,Two year,No,No,19.45,70,1361.5,18.62142857142857,Medium Value,,0.0,Low Risk,Low Priority
6243-OZGFH,23,44.95,996.85,Month-to-month,DSL,No,44.95,23,1033.85,43.34130434782609,Medium Value,,0.0,Low Risk,Low Priority
4654-DLAMQ,64,97.0,6430.9,One year,Fiber optic,No,97.0,64,6208.0,100.4828125,Very High Value,,0.0,Low Risk,VIP Customer
0513-RBGPE,37,62.8,2278.75,Two year,DSL,No,62.8,37,2323.6,61.58783783783784,Medium Value,No,0.025,Low Risk,Low Priority
5160-UXJED,17,44.6,681.4,One year,DSL,No,44.6,17,758.2,40.08235294117647,Low Value,,0.0,Low Risk,Low Priority
4115-NZRKS,7,89.15,574.35,Month-to-month,Fiber optic,No,89.15,7,624.0500000000001,82.05,Low Value,Yes,0.66,Medium Risk,Monitor
0219-YTZUE,4,84.8,371.9,Month-to-month,Fiber optic,Yes,84.8,4,339.2,92.975,Low Value,,0.0,Low Risk,Low Priority
0623-IIHUG,21,41.9,840.1,Month-to-month,DSL,Yes,41.9,21,879.9,40.00476190476191,Low Value,,0.0,Low Risk,Low Priority
4572-DVCGN,10,80.25,846.0,Month-to-month,Fiber optic,Yes,80.25,10,802.5,84.6,Low Value,,0.0,Low Risk,Low Priority
3351-NGXYI,16,54.1,889.0,Month-to-month,DSL,No,54.1,16,865.6,55.5625,Low Value,,0.0,Low Risk,Low Priority
8984-EYLLL,64,105.25,6823.4,Two year,Fiber optic,No,105.25,64,6736.0,106.615625,Very High Value,,0.0,Low Risk,VIP Customer
9057-MSWCO,27,30.75,805.1,Month-to-month,DSL,Yes,30.75,27,830.25,29.81851851851852,Low Value,,0.0,Low Risk,Low Priority
9833-TGFHX,42,97.1,4016.75,One year,Fiber optic,No,97.1,42,4078.2,95.63690476190476,High Value,,0.0,Low Risk,High Value Customer
9294-TDIPC,5,20.2,83.75,Month-to-month,No,No,20.2,5,101.0,16.75,Low Value,,0.0,Low Risk,Low Priority
5229-DTFYB,41,98.8,3959.15,Two year,Fiber optic,No,98.8,41,4050.8,96.56463414634146,High Value,,0.0,Low Risk,High Value Customer
0104-PPXDV,58,50.3,2878.55,One year,DSL,No,50.3,58,2917.4,49.63017241379311,Medium Value,,0.0,Low Risk,Low Priority
5176-LMJXE,47,20.55,945.7,Two year,No,No,20.55,47,965.85,20.12127659574468,Low Value,,0.0,Low Risk,Low Priority
3583-KRKMD,18,75.9,1373.05,Month-to-month,Fiber optic,No,75.9,18,1366.2,76.28055555555555,Medium Value,,0.0,Low Risk,Low Priority
1010-DIAUQ,5,96.5,492.55,Month-to-month,Fiber optic,Yes,96.5,5,482.5,98.51,Low Value,,0.0,Low Risk,Low Priority
9069-LGEUL,23,59.95,1406.0,Month-to-month,DSL,No,59.95,23,1378.85,61.130434782608695,Medium Value,,0.0,Low Risk,Low Priority
7302-ZHMHP,1,19.15,19.15,Month-to-month,No,No,19.15,1,19.15,19.15,Low Value,,0.0,Low Risk,Low Priority
9571-EDEBV,71,98.65,6962.85,One year,Fiber optic,No,98.65,71,7004.150000000001,98.06830985915494,Very High Value,,0.0,Low Risk,VIP Customer
3520-FJGCV,72,112.6,8126.65,Two year,Fiber optic,No,112.6,72,8107.2,112.87013888888887,Very High Value,,0.0,Low Risk,VIP Customer
6563-VRERX,33,20.6,690.25,One year,No,No,20.6,33,679.8000000000001,20.916666666666668,Low Value,,0.0,Low Risk,Low Priority
0259-GBZSH,2,85.65,181.5,Month-to-month,Fiber optic,Yes,85.65,2,171.3,90.75,Low Value,,0.0,Low Risk,Low Priority
